asset_type,easting,northing,lat,lon
bollard,389004,390199,53.408489000000003,-2.166875300000000
bollard,389010,390198,53.408479999999997,-2.166785000000000
bollard,389008,390204,53.408534000000003,-2.166815300000000
bollard,387992,391084,53.416421000000000,-2.182132500000000
bollard,387995,391077,53.416358000000002,-2.182087100000000
bollard,387998,391083,53.416412000000001,-2.182042200000000
bollard,387844,393190,53.435347999999998,-2.184441300000000
bollard,387848,393192,53.435366000000002,-2.184381200000000
bollard,388843,391930,53.424044000000002,-2.169359100000000
bollard,388837,391929,53.424035000000003,-2.169449400000000
bollard,386232,390534,53.411434000000000,-2.208588300000000
bollard,386229,390534,53.411434000000000,-2.208633400000000
bollard,386724,390699,53.412930000000003,-2.201193800000000
bollard,386718,390696,53.412903000000000,-2.201284000000000
bollard,387859,390564,53.411743999999999,-2.184113400000000
bollard,387865,390560,53.411707999999997,-2.184023000000000
bollard,387889,390541,53.411538000000000,-2.183661200000000
bollard,387905,390524,53.411386000000000,-2.183419800000000
bollard,387907,390524,53.411386000000000,-2.183389700000000
bollard,387889,390541,53.411538000000000,-2.183661200000000
bollard,387866,390561,53.411717000000003,-2.184008000000000
bollard,387860,390564,53.411743999999999,-2.184098300000000
bollard,389598,389888,53.405704999999998,-2.157929600000000
bollard,389594,389886,53.405687000000000,-2.157989700000000
bollard,388229,392111,53.425657999999999,-2.178605500000000
bollard,388226,392117,53.425711999999997,-2.178650900000000
bollard,388225,392120,53.425739000000000,-2.178666000000000
bollard,388086,392404,53.428288000000002,-2.180768700000000
bollard,388084,392409,53.428333000000002,-2.180799000000000
bollard,388777,390562,53.411746999999998,-2.170303100000000
bollard,388781,390563,53.411755999999997,-2.170242900000000
bollard,388755,390530,53.411459000000001,-2.170632900000000
bollard,388753,390525,53.411414000000001,-2.170662800000000
bollard,388740,390549,53.411628999999998,-2.170859200000000
bollard,388734,390549,53.411628999999998,-2.170949500000000
bollard,388753,390575,53.411862999999997,-2.170664600000000
bollard,388754,390569,53.411808999999998,-2.170649300000000
bollard,388814,390586,53.411963000000000,-2.169747300000000
bollard,388818,390589,53.411990000000003,-2.169687200000000
bollard,388675,390431,53.410567000000000,-2.171832800000000
bollard,388665,390422,53.410485999999999,-2.171982900000000
bollard,388664,390429,53.410549000000003,-2.171998200000000
bollard,388656,390420,53.410468000000002,-2.172118200000000
bollard,388652,390418,53.410449999999997,-2.172178300000000
bollard,388640,390415,53.410421999999997,-2.172358700000000
bollard,388676,390423,53.410494999999997,-2.171817500000000
bollard,388776,390538,53.411530999999997,-2.170317300000000
bollard,388779,390535,53.411504000000001,-2.170272000000000
bollard,389617,395221,53.453640999999998,-2.157821600000000
bollard,389618,395214,53.453578999999998,-2.157806300000000
bollard,389645,394578,53.447862000000001,-2.157378500000000
bollard,389645,394583,53.447907000000001,-2.157378700000000
bollard,389646,394419,53.446432999999999,-2.157358200000000
bollard,389646,394423,53.446469000000000,-2.157358300000000
bollard,389635,395013,53.451771999999998,-2.157543600000000
bollard,389636,395016,53.451799000000001,-2.157528600000000
bollard,389653,394352,53.445830999999998,-2.157250600000000
bollard,389462,390720,53.413181000000002,-2.160003400000000
bollard,389465,390722,53.413198999999999,-2.159958300000000
bollard,389525,390457,53.410817999999999,-2.159046800000000
bollard,389580,391959,53.424320000000002,-2.158269600000000
bollard,389578,391955,53.424284000000000,-2.158299500000000
bollard,389425,392158,53.426105999999997,-2.160608800000000
bollard,389430,392148,53.426015999999997,-2.160533200000000
bollard,389805,394178,53.444270000000003,-2.154956400000000
bollard,388867,390055,53.407190999999997,-2.168931000000000
bollard,387695,392268,53.427056999999998,-2.186647700000000
bollard,387692,392272,53.427092999999999,-2.186693000000000
bollard,389255,393964,53.442335999999997,-2.163229400000000
bollard,389233,393860,53.441400000000002,-2.163557000000000
bollard,389221,393785,53.440725999999998,-2.163735100000000
bollard,389207,390387,53.410183000000004,-2.163828200000000
bollard,389214,390391,53.410218999999998,-2.163723000000000
bollard,389204,390392,53.410227999999996,-2.163873500000000
bollard,389212,390398,53.410282000000002,-2.163753300000000
bollard,388956,390347,53.409818000000001,-2.167602600000000
bollard,388339,392243,53.426847000000002,-2.176955100000000
bollard,388336,392248,53.426892000000002,-2.177000400000000
bollard,388445,391290,53.418283000000002,-2.175324600000000
bollard,388445,391294,53.418318999999997,-2.175324700000000
bollard,388555,390050,53.407139999999998,-2.173624000000000
bollard,388520,390120,53.407767999999997,-2.174153100000000
bollard,388515,390123,53.407795000000000,-2.174228400000000
bollard,388520,390124,53.407803999999999,-2.174153200000000
bollard,388524,390107,53.407651000000001,-2.174092400000000
bollard,389770,390721,53.413195999999999,-2.155369800000000
bollard,389772,390716,53.413150999999999,-2.155339500000000
bollard,389521,390774,53.413668000000001,-2.159117600000000
bollard,389524,390772,53.413649999999997,-2.159072400000000
bollard,389417,391327,53.418635999999999,-2.160701000000000
bollard,389412,391315,53.418528000000002,-2.160775800000000
bollard,389454,390703,53.413027999999997,-2.160123200000000
bollard,389457,390701,53.413010000000000,-2.160078000000000
bollard,388430,392435,53.428575000000002,-2.175592700000000
bollard,388433,392431,53.428539000000001,-2.175547400000000
bollard,388243,392548,53.429586000000000,-2.178411300000000
bollard,388755,392079,53.425381999999999,-2.170688700000000
bollard,388757,392075,53.425345999999998,-2.170658500000000
bollard,389222,391542,53.420565000000003,-2.163642400000000
bollard,389230,391534,53.420493000000000,-2.163521800000000
bollard,389244,391516,53.420332000000002,-2.163310500000000
bollard,389373,391394,53.419238000000000,-2.161365300000000
bollard,389371,391401,53.419300999999997,-2.161395600000000
bollard,388735,392106,53.425623999999999,-2.170990700000000
bollard,388729,392112,53.425677999999998,-2.171081200000000
bollard,386917,391843,53.423217999999999,-2.198338200000000
bollard,386916,391846,53.423245000000001,-2.198353400000000
bollard,386910,391861,53.423378999999997,-2.198444300000000
bollard,386908,391863,53.423397000000001,-2.198474500000000
bollard,387076,391539,53.420489000000003,-2.195933000000000
bollard,387081,391535,53.420453000000002,-2.195857600000000
bollard,389465,390344,53.409801999999999,-2.159945600000000
bollard,389458,390343,53.409792000000003,-2.160050800000000
bollard,389371,390306,53.409458000000001,-2.161358300000000
bollard,389376,390306,53.409458000000001,-2.161283100000000
bollard,389313,390317,53.409556000000002,-2.162231200000000
bollard,389313,390325,53.409627999999998,-2.162231500000000
bollard,389349,390310,53.409494000000002,-2.161689400000000
bollard,389352,390320,53.409584000000002,-2.161644600000000
bollard,389550,390177,53.408301999999999,-2.158661300000000
bollard,389550,390174,53.408275000000003,-2.158661200000000
bollard,389579,390136,53.407933999999997,-2.158223700000000
bollard,389580,390132,53.407898000000003,-2.158208500000000
bollard,389809,391905,53.423839000000001,-2.154821700000000
bollard,389808,391902,53.423811999999998,-2.154836700000000
bollard,389578,391627,53.421335999999997,-2.158288600000000
bollard,389574,391624,53.421309000000001,-2.158348700000000
bollard,389835,392363,53.427956999999999,-2.154445400000000
bollard,389835,392358,53.427911999999999,-2.154445300000000
bollard,389831,392294,53.427335999999997,-2.154503400000000
bollard,389831,392288,53.427281999999998,-2.154503200000000
bollard,389833,392166,53.426186000000001,-2.154469100000000
bollard,389833,392162,53.426150000000000,-2.154469000000000
bollard,389533,393273,53.436129999999999,-2.159021000000000
bollard,389532,393277,53.436166000000000,-2.159036200000000
bollard,389523,393349,53.436813000000001,-2.159174100000000
bollard,389523,393349,53.436813000000001,-2.159174100000000
bollard,389523,393349,53.436813000000001,-2.159174100000000
bollard,389523,393349,53.436813000000001,-2.159174100000000
bollard,389781,391859,53.423425000000002,-2.155241600000000
bollard,389778,391855,53.423389000000000,-2.155286600000000
bollard,389836,392137,53.425924999999999,-2.154423000000000
bollard,389836,392130,53.425862000000002,-2.154422800000000
bollard,389796,392589,53.429986999999997,-2.155039800000000
bollard,389797,392584,53.429941999999997,-2.155024600000000
bollard,389521,393287,53.436256000000000,-2.159202100000000
bollard,389517,393285,53.436238000000003,-2.159262200000000
bollard,389542,391584,53.420949000000000,-2.158828800000000
bollard,389421,391404,53.419328000000000,-2.160643400000000
bollard,389425,391407,53.419356000000001,-2.160583300000000
bollard,389491,391511,53.420292000000003,-2.159593800000000
bollard,389491,391511,53.420292000000003,-2.159593800000000
bollard,389543,391588,53.420985000000002,-2.158813900000000
bollard,388438,392407,53.428322999999999,-2.175471300000000
bollard,388444,392430,53.428530000000002,-2.175381800000000
bollard,388448,392433,53.428556999999998,-2.175321800000000
bollard,388440,392410,53.428350000000002,-2.175441300000000
bollard,389211,393714,53.440088000000003,-2.163883200000000
bollard,389210,393704,53.439998000000003,-2.163897900000000
bollard,389624,390424,53.410524000000002,-2.157556400000000
bollard,389412,390111,53.407705999999997,-2.160734900000000
bollard,387081,390767,53.413550000000001,-2.195825900000000
bollard,387082,390772,53.413595000000001,-2.195811000000000
bollard,388518,390353,53.409863000000001,-2.174191700000000
bollard,388544,390193,53.408425000000001,-2.173794700000000
bollard,388456,390324,53.409599999999998,-2.175123300000000
bollard,388422,390347,53.409806000000003,-2.175635700000000
bollard,388447,390346,53.409798000000002,-2.175259500000000
bollard,388834,390427,53.410535000000003,-2.169440700000000
bollard,388678,390414,53.410414000000003,-2.171787000000000
bollard,388661,390409,53.410369000000003,-2.172042600000000
bollard,389789,390707,53.413071000000002,-2.155083500000000
bollard,389795,390710,53.413097999999998,-2.154993300000000
bollard,389795,390705,53.413052999999998,-2.154993100000000
bollard,389790,390703,53.413035000000001,-2.155068300000000
bollard,389766,390700,53.413007000000000,-2.155429300000000
bollard,389760,390698,53.412989000000003,-2.155519500000000
bollard,389728,390691,53.412925999999999,-2.156000600000000
bollard,389740,390695,53.412962000000000,-2.155820200000000
bollard,389743,390690,53.412917000000000,-2.155774900000000
bollard,389920,389104,53.398665000000001,-2.153060800000000
bollard,389915,389109,53.398710000000001,-2.153136200000000
bollard,389730,389372,53.401069999999997,-2.155927100000000
bollard,389627,389614,53.403243000000003,-2.157484300000000
bollard,389623,389628,53.403368999999998,-2.157544900000000
bollard,389585,389727,53.404257999999999,-2.158119800000000
bollard,389672,389503,53.402245999999998,-2.156803800000000
bollard,389676,389495,53.402175000000000,-2.156743400000000
bollard,389915,390305,53.409460000000003,-2.153174900000000
bollard,389538,390148,53.408040999999997,-2.158840800000000
bollard,389542,390147,53.408031999999999,-2.158780600000000
bollard,389588,390169,53.408231000000001,-2.158089400000000
bollard,389584,390169,53.408231000000001,-2.158149600000000
bollard,388670,391450,53.419725999999997,-2.171945000000000
bollard,388495,390110,53.407677999999997,-2.174528800000000
bollard,388506,390109,53.407668999999999,-2.174363300000000
bollard,388499,390105,53.407632999999997,-2.174468400000000
bollard,388505,390115,53.407722999999997,-2.174378500000000
bollard,396276,389167,53.399315999999999,-2.057472000000000
bollard,396279,389163,53.399279999999997,-2.057426800000000
bollard,395899,387277,53.382323999999997,-2.063116700000000
bollard,395914,387278,53.382333000000003,-2.062891200000000
bollard,396434,389400,53.401411000000003,-2.055098500000000
bollard,396437,389402,53.401429000000000,-2.055053400000000
bollard,384467,388462,53.392761000000000,-2.235037600000000
bollard,384275,388289,53.391199999999998,-2.237916000000000
bollard,384270,388289,53.391199999999998,-2.237991200000000
bollard,384077,388202,53.390411999999998,-2.240888900000000
bollard,384081,388203,53.390421000000003,-2.240828800000000
