asset_type,easting,northing,lat,lon
street light lamp post,387524,384568,53.357841000000001,-2.188914000000000
street light lamp post,387505,384598,53.358110000000003,-2.189200700000000
street light lamp post,387640,384459,53.356864000000002,-2.187166800000000
street light lamp post,387668,384443,53.356721000000000,-2.186745500000000
street light lamp post,387685,384419,53.356506000000003,-2.186489200000000
street light lamp post,387703,384394,53.356281000000003,-2.186217700000000
street light lamp post,387715,384361,53.355984999999997,-2.186036100000000
street light lamp post,387747,384344,53.355832999999997,-2.185554700000000
street light lamp post,387759,384313,53.355555000000003,-2.185373200000000
street light lamp post,387788,384295,53.355392999999999,-2.184936800000000
street light lamp post,387808,384269,53.355159999999998,-2.184635300000000
street light lamp post,387822,384235,53.354855000000001,-2.184423700000000
street light lamp post,387849,384209,53.354621999999999,-2.184017000000000
street light lamp post,387857,384176,53.354325000000003,-2.183895500000000
street light lamp post,387883,384151,53.354101000000000,-2.183504000000000
street light lamp post,387896,384119,53.353814000000000,-2.183307400000000
street light lamp post,387924,384095,53.353599000000003,-2.182885800000000
street light lamp post,387933,384061,53.353293000000001,-2.182749300000000
street light lamp post,387166,384636,53.358443999999999,-2.194295700000000
street light lamp post,388497,383534,53.348568999999998,-2.174256900000000
street light lamp post,388472,383542,53.348641000000001,-2.174632700000000
street light lamp post,388443,383552,53.348730000000003,-2.175068700000000
street light lamp post,388414,383560,53.348801000000002,-2.175504600000000
street light lamp post,388392,383569,53.348880999999999,-2.175835400000000
street light lamp post,388371,383598,53.349142000000001,-2.176152000000000
street light lamp post,388342,383605,53.349204000000000,-2.176587900000000
street light lamp post,388320,383631,53.349437000000002,-2.176919300000000
street light lamp post,388290,383642,53.349535000000003,-2.177370400000000
street light lamp post,388273,383667,53.349760000000003,-2.177626700000000
street light lamp post,388242,383679,53.349867000000003,-2.178092800000000
street light lamp post,388214,383701,53.350064000000003,-2.178514300000000
street light lamp post,388194,383729,53.350315000000002,-2.178815800000000
street light lamp post,388165,383745,53.350458000000003,-2.179252000000000
street light lamp post,388128,383746,53.350465999999997,-2.179807900000000
street light lamp post,388104,383756,53.350555999999997,-2.180168800000000
street light lamp post,388085,383773,53.350707999999997,-2.180454800000000
street light lamp post,388066,383797,53.350923999999999,-2.180741200000000
street light lamp post,388048,383825,53.351174999999998,-2.181012700000000
street light lamp post,389379,384843,53.360354000000001,-2.161052300000000
street light lamp post,388443,384593,53.358086999999998,-2.175107100000000
street light lamp post,388440,384624,53.358364999999999,-2.175153300000000
street light lamp post,388466,384620,53.358330000000002,-2.174762500000000
street light lamp post,388955,384007,53.352831000000002,-2.167393700000000
street light lamp post,388977,384990,53.361666999999997,-2.167097800000000
street light lamp post,388987,385016,53.361901000000003,-2.166948400000000
street light lamp post,389010,385035,53.362071999999998,-2.166603500000000
street light lamp post,389069,384249,53.355007999999998,-2.165689500000000
street light lamp post,389034,384235,53.354882000000003,-2.166214800000000
street light lamp post,389025,383370,53.347105999999997,-2.166319700000000
street light lamp post,389024,383389,53.347276999999998,-2.166335400000000
street light lamp post,389041,383415,53.347510999999997,-2.166081000000000
street light lamp post,389056,383439,53.347726999999999,-2.165856500000000
street light lamp post,389082,383458,53.347898999999998,-2.165466600000000
street light lamp post,389088,383486,53.348149999999997,-2.165377400000000
street light lamp post,389104,383510,53.348365999999999,-2.165137900000000
street light lamp post,389122,383535,53.348590999999999,-2.164868400000000
street light lamp post,389148,383553,53.348754000000000,-2.164478500000000
street light lamp post,389178,383557,53.348790000000001,-2.164028000000000
street light lamp post,389212,383555,53.348773000000001,-2.163517200000000
street light lamp post,389237,383539,53.348630000000000,-2.163141100000000
street light lamp post,389265,383546,53.348692999999997,-2.162720700000000
street light lamp post,389292,383542,53.348658000000000,-2.162315000000000
street light lamp post,389312,383532,53.348568000000000,-2.162014200000000
street light lamp post,388691,384770,53.359682999999997,-2.171387300000000
street light lamp post,389656,384659,53.358705999999998,-2.156884000000000
street light lamp post,389576,384670,53.358803000000002,-2.158086400000000
street light lamp post,389383,384990,53.361674999999998,-2.160997100000000
street light lamp post,389389,384964,53.361441999999997,-2.160906100000000
street light lamp post,389437,384930,53.361136999999999,-2.160183700000000
street light lamp post,389471,384905,53.360912999999996,-2.159672000000000
street light lamp post,389493,384879,53.360680000000002,-2.159340500000000
street light lamp post,389525,384859,53.360500999999999,-2.158859000000000
street light lamp post,389567,384842,53.360348999999999,-2.158227400000000
street light lamp post,389602,384807,53.360035000000003,-2.157700300000000
street light lamp post,389620,384765,53.359658000000003,-2.157428500000000
street light lamp post,389632,384744,53.359468999999997,-2.157247500000000
street light lamp post,389331,385049,53.362205000000003,-2.161780500000000
street light lamp post,389348,385026,53.361998000000000,-2.161524300000000
street light lamp post,389369,385013,53.361882000000001,-2.161208300000000
street light lamp post,389331,385062,53.362321000000001,-2.161781000000000
street light lamp post,389280,384652,53.358635000000000,-2.162533300000000
street light lamp post,389115,384594,53.358110000000003,-2.165010400000000
street light lamp post,389177,384397,53.356341000000000,-2.164072000000000
street light lamp post,389221,384345,53.355874000000000,-2.163409200000000
street light lamp post,389238,384344,53.355865999999999,-2.163153700000000
street light lamp post,389253,384347,53.355893000000002,-2.162928500000000
street light lamp post,389285,384343,53.355857999999998,-2.162447600000000
street light lamp post,389313,384342,53.355848999999999,-2.162026800000000
street light lamp post,389346,384342,53.355849999999997,-2.161531000000000
street light lamp post,388647,383491,53.348185999999998,-2.172002100000000
street light lamp post,388614,383492,53.348193999999999,-2.172497800000000
street light lamp post,388594,383514,53.348390999999999,-2.172799100000000
street light lamp post,388561,383529,53.348526000000000,-2.173295300000000
street light lamp post,388533,383538,53.348605999999997,-2.173716200000000
street light lamp post,389159,382820,53.342165000000001,-2.164287900000000
street light lamp post,389172,382839,53.342336000000003,-2.164093300000000
street light lamp post,389174,382864,53.342561000000003,-2.164064100000000
street light lamp post,389173,382891,53.342804000000001,-2.164080100000000
street light lamp post,389160,382915,53.343018999999998,-2.164276100000000
street light lamp post,389154,382944,53.343280000000000,-2.164367300000000
street light lamp post,389151,382977,53.343575999999999,-2.164413500000000
street light lamp post,389167,383004,53.343819000000003,-2.164174100000000
street light lamp post,389172,383033,53.344079999999998,-2.164100000000000
street light lamp post,389172,383060,53.344323000000003,-2.164100900000000
street light lamp post,389160,383090,53.344591999999999,-2.164282200000000
street light lamp post,389139,383120,53.344861999999999,-2.164598700000000
street light lamp post,389135,383150,53.345131000000002,-2.164659800000000
street light lamp post,389134,383176,53.345365000000001,-2.164675700000000
street light lamp post,389134,383205,53.345626000000003,-2.164676700000000
street light lamp post,389124,383229,53.345841000000000,-2.164827800000000
street light lamp post,389114,383257,53.346091999999999,-2.164978900000000
street light lamp post,389104,383278,53.346280999999998,-2.165129900000000
street light lamp post,389092,383301,53.346488000000001,-2.165310900000000
street light lamp post,389077,383320,53.346657999999998,-2.165536900000000
street light lamp post,389054,383340,53.346837000000001,-2.165883100000000
street light lamp post,389023,383357,53.346989000000001,-2.166349300000000
street light lamp post,389007,383353,53.346952999999999,-2.166589500000000
street light lamp post,388993,383368,53.347087999999999,-2.166800300000000
street light lamp post,388969,383376,53.347158999999998,-2.167161100000000
street light lamp post,388938,383375,53.347149000000002,-2.167626700000000
street light lamp post,388911,383395,53.347329000000002,-2.168033000000000
street light lamp post,388880,383394,53.347318999999999,-2.168498600000000
street light lamp post,388852,383415,53.347507000000000,-2.168920000000000
street light lamp post,388819,383415,53.347506000000003,-2.169415700000000
street light lamp post,388794,383434,53.347676999999997,-2.169791900000000
street light lamp post,388760,383437,53.347703000000003,-2.170302700000000
street light lamp post,388728,383450,53.347819000000001,-2.170783900000000
street light lamp post,388708,383470,53.347997999999997,-2.171085000000000
street light lamp post,388677,383472,53.348016000000001,-2.171550700000000
street light lamp post,387957,384071,53.353383999999998,-2.182389200000000
street light lamp post,388387,384542,53.357627000000001,-2.175946600000000
street light lamp post,388403,384545,53.357655000000001,-2.175706300000000
street light lamp post,388421,384520,53.357430000000001,-2.175435000000000
street light lamp post,388454,384505,53.357295999999998,-2.174938600000000
street light lamp post,388487,384504,53.357287999999997,-2.174442700000000
street light lamp post,388511,384479,53.357064000000001,-2.174081200000000
street light lamp post,388540,384465,53.356938000000000,-2.173645000000000
street light lamp post,388570,384466,53.356948000000003,-2.173194300000000
street light lamp post,388591,384441,53.356724000000000,-2.172877900000000
street light lamp post,388626,384431,53.356634999999997,-2.172351700000000
street light lamp post,388651,384426,53.356589999999997,-2.171975900000000
street light lamp post,388685,384420,53.356537000000003,-2.171464800000000
street light lamp post,388715,384418,53.356520000000003,-2.171014000000000
street light lamp post,388748,384420,53.356538000000000,-2.170518300000000
street light lamp post,388774,384426,53.356592999999997,-2.170127900000000
street light lamp post,388799,384448,53.356791000000001,-2.169753000000000
street light lamp post,388833,384444,53.356755999999997,-2.169242100000000
street light lamp post,388857,384466,53.356954000000002,-2.168882300000000
street light lamp post,388890,384461,53.356909999999999,-2.168386300000000
street light lamp post,388918,384470,53.356991999999998,-2.167965900000000
street light lamp post,388941,384492,53.357190000000003,-2.167621100000000
street light lamp post,388972,384490,53.357171999999998,-2.167155300000000
street light lamp post,388995,384512,53.357371000000001,-2.166810500000000
street light lamp post,389019,384507,53.357326000000000,-2.166449700000000
street light lamp post,388971,384049,53.353208000000002,-2.167154800000000
street light lamp post,387310,384813,53.360038000000003,-2.192139200000000
street light lamp post,388945,383876,53.351652999999999,-2.167539300000000
street light lamp post,389039,383880,53.351691000000002,-2.166127300000000
street light lamp post,389012,383889,53.351770999999999,-2.166533200000000
street light lamp post,388711,384999,53.361742000000000,-2.171095100000000
street light lamp post,388675,384957,53.361364000000002,-2.171634500000000
street light lamp post,388544,384888,53.360740999999997,-2.173600400000000
street light lamp post,388559,384842,53.360328000000003,-2.173373300000000
street light lamp post,388605,384864,53.360526000000000,-2.172682900000000
street light lamp post,388664,384875,53.360626000000003,-2.171796800000000
street light lamp post,388658,384906,53.360905000000002,-2.171888100000000
street light lamp post,389529,384836,53.360294000000003,-2.158798200000000
street light lamp post,389487,384786,53.359844000000002,-2.159427600000000
street light lamp post,389494,384751,53.359529000000002,-2.159321200000000
street light lamp post,389485,384721,53.359259000000002,-2.159455400000000
street light lamp post,389499,384706,53.359124999999999,-2.159244600000000
street light lamp post,388691,384499,53.357247000000001,-2.171377500000000
street light lamp post,388786,384522,53.357455999999999,-2.169951000000000
street light lamp post,386925,384715,53.359147999999998,-2.197920000000000
street light lamp post,385979,384712,53.359096000000001,-2.212133800000000
street light lamp post,385949,384713,53.359105000000000,-2.212584600000000
street light lamp post,385917,384712,53.359095000000003,-2.213065300000000
street light lamp post,385882,384699,53.358977000000003,-2.213590600000000
street light lamp post,385851,384707,53.359048000000001,-2.214056800000000
street light lamp post,385833,384696,53.358949000000003,-2.214326700000000
street light lamp post,385818,384705,53.359029000000000,-2.214552500000000
street light lamp post,385789,384704,53.359019000000004,-2.214988200000000
street light lamp post,385755,384692,53.358910999999999,-2.215498500000000
street light lamp post,385722,384699,53.358972999999999,-2.215994700000000
street light lamp post,385692,384686,53.358854999999998,-2.216444800000000
street light lamp post,385654,384693,53.358916999999998,-2.217016100000000
street light lamp post,385624,384690,53.358888999999998,-2.217466700000000
street light lamp post,385592,384686,53.358851999999999,-2.217947300000000
street light lamp post,385562,384681,53.358806000000001,-2.218397900000000
street light lamp post,385534,384680,53.358797000000003,-2.218818500000000
street light lamp post,385523,384662,53.358635000000000,-2.218983000000000
street light lamp post,385508,384676,53.358759999999997,-2.219209000000000
street light lamp post,386981,384692,53.358941999999999,-2.197077600000000
street light lamp post,386913,384694,53.358958999999999,-2.198099400000000
street light lamp post,386879,384710,53.359102000000000,-2.198611000000000
street light lamp post,386946,384700,53.359012999999997,-2.197603800000000
street light lamp post,386525,384726,53.359237000000000,-2.203930600000000
street light lamp post,386503,384719,53.359172999999998,-2.204260800000000
street light lamp post,386479,384703,53.359029000000000,-2.204620800000000
street light lamp post,386450,384694,53.358947000000001,-2.205056100000000
street light lamp post,386422,384687,53.358882999999999,-2.205476500000000
street light lamp post,386377,384678,53.358801000000000,-2.206152200000000
street light lamp post,386350,384672,53.358747000000001,-2.206557700000000
street light lamp post,386321,384667,53.358701000000003,-2.206993200000000
street light lamp post,386290,384662,53.358654999999999,-2.207458700000000
street light lamp post,386260,384659,53.358626999999998,-2.207909300000000
street light lamp post,386230,384658,53.358618000000000,-2.208360100000000
street light lamp post,386199,384656,53.358598999999998,-2.208825700000000
street light lamp post,386167,384656,53.358598000000001,-2.209306500000000
street light lamp post,386137,384658,53.358615000000000,-2.209757400000000
street light lamp post,386110,384664,53.358668000000002,-2.210163300000000
street light lamp post,386085,384674,53.358758000000002,-2.210539400000000
street light lamp post,386067,384697,53.358964000000000,-2.210810900000000
street light lamp post,386042,384706,53.359043999999997,-2.211186900000000
street light lamp post,386013,384709,53.359070000000003,-2.211622800000000
street light lamp post,386682,384729,53.359268000000000,-2.201571700000000
street light lamp post,386658,384731,53.359285000000000,-2.201932400000000
street light lamp post,386647,384717,53.359158999999998,-2.202097100000000
street light lamp post,386630,384734,53.359310999999998,-2.202353300000000
street light lamp post,386614,384724,53.359220999999998,-2.202593200000000
street light lamp post,386587,384736,53.359327999999998,-2.202999400000000
street light lamp post,386557,384735,53.359318000000002,-2.203450200000000
street light lamp post,387046,384679,53.358826999999998,-2.196100500000000
street light lamp post,387010,384675,53.358789999999999,-2.196641200000000
street light lamp post,388976,384681,53.358888999999998,-2.167101900000000
street light lamp post,388744,384698,53.359037000000001,-2.170588400000000
street light lamp post,388477,382333,53.337772999999999,-2.174513200000000
street light lamp post,388450,382309,53.337556999999997,-2.174917800000000
street light lamp post,388295,382222,53.336772000000003,-2.177242200000000
street light lamp post,388262,382209,53.336654000000003,-2.177737300000000
street light lamp post,388232,382212,53.336680000000001,-2.178188000000000
street light lamp post,388208,382201,53.336581000000002,-2.178548000000000
street light lamp post,388174,382188,53.336463000000002,-2.179058100000000
street light lamp post,388143,382171,53.336309999999997,-2.179523000000000
street light lamp post,388119,382158,53.336191999999997,-2.179882900000000
street light lamp post,388093,382144,53.336066000000002,-2.180272800000000
street light lamp post,388062,382127,53.335912000000000,-2.180737700000000
street light lamp post,388028,382107,53.335732000000000,-2.181247500000000
street light lamp post,387990,382079,53.335478999999999,-2.181817100000000
street light lamp post,387959,382055,53.335262999999998,-2.182281700000000
street light lamp post,387913,382018,53.334929000000002,-2.182971000000000
street light lamp post,387891,381997,53.334739999999996,-2.183300600000000
street light lamp post,387869,381974,53.334533000000000,-2.183630100000000
street light lamp post,387846,381951,53.334325000000000,-2.183974600000000
street light lamp post,387814,381919,53.334037000000002,-2.184453900000000
street light lamp post,387787,381893,53.333803000000003,-2.184858300000000
street light lamp post,387761,381867,53.333568000000000,-2.185247700000000
street light lamp post,387739,381845,53.333370000000002,-2.185577200000000
street light lamp post,388422,382292,53.337403999999999,-2.175337600000000
street light lamp post,388394,382277,53.337268000000002,-2.175757600000000
street light lamp post,388371,382264,53.337150999999999,-2.176102500000000
street light lamp post,388324,382238,53.336916000000002,-2.176807300000000
street light lamp post,388351,382252,53.337043000000001,-2.176402400000000
street light lamp post,389109,383991,53.352690000000003,-2.165079600000000
street light lamp post,389344,383515,53.348416000000000,-2.161532900000000
street light lamp post,389377,383405,53.347428000000001,-2.161033500000000
street light lamp post,389409,383382,53.347222000000002,-2.160552000000000
street light lamp post,389114,384272,53.355215999999999,-2.165014200000000
street light lamp post,389122,384003,53.352798000000000,-2.164884700000000
street light lamp post,389607,383104,53.344726999999999,-2.157568600000000
street light lamp post,389504,385023,53.361973999999996,-2.159180100000000
street light lamp post,389526,385022,53.361966000000002,-2.158849500000000
street light lamp post,385448,384816,53.360016999999999,-2.220117000000000
street light lamp post,385426,384836,53.360196000000002,-2.220448500000000
street light lamp post,385402,384846,53.360284999999998,-2.220809600000000
street light lamp post,385371,384859,53.360401000000003,-2.221276000000000
street light lamp post,385341,384864,53.360444999999999,-2.221727000000000
street light lamp post,385313,384867,53.360470999999997,-2.222147800000000
street light lamp post,385282,384863,53.360435000000003,-2.222613400000000
street light lamp post,385257,384874,53.360532999999997,-2.222989600000000
street light lamp post,385233,384867,53.360469000000002,-2.223349900000000
street light lamp post,385209,384881,53.360593999999999,-2.223711200000000
street light lamp post,385179,384876,53.360548999999999,-2.224161700000000
street light lamp post,385148,384889,53.360664000000000,-2.224628100000000
street light lamp post,385115,384884,53.360619000000000,-2.225123700000000
street light lamp post,385086,384886,53.360636000000000,-2.225559600000000
street light lamp post,385056,384891,53.360680000000002,-2.226010600000000
street light lamp post,385025,384895,53.360714999999999,-2.226476600000000
street light lamp post,384999,384908,53.360830999999997,-2.226867900000000
street light lamp post,384963,384904,53.360793999999999,-2.227408600000000
street light lamp post,384935,384907,53.360819999999997,-2.227829500000000
street light lamp post,384917,385274,53.364117999999998,-2.228117600000000
street light lamp post,384926,385247,53.363875999999998,-2.227981000000000
street light lamp post,384928,385219,53.363624000000002,-2.227949600000000
street light lamp post,384929,385191,53.363373000000003,-2.227933300000000
street light lamp post,384920,385159,53.363084999999998,-2.228067000000000
street light lamp post,384921,385137,53.362887000000001,-2.228050900000000
street light lamp post,384922,385099,53.362546000000002,-2.228034000000000
street light lamp post,384923,385074,53.362321000000001,-2.228017800000000
street light lamp post,384925,385046,53.362068999999998,-2.227986400000000
street light lamp post,384927,385015,53.361790999999997,-2.227954900000000
street light lamp post,384927,384986,53.361530000000002,-2.227953500000000
street light lamp post,384929,384959,53.361286999999997,-2.227922100000000
street light lamp post,384930,384926,53.360990999999999,-2.227905500000000
street light lamp post,389580,395286,53.454225000000001,-2.158380900000000
street light lamp post,389556,395330,53.454619999999998,-2.158743800000000
street light lamp post,389159,391586,53.420959000000003,-2.164591900000000
street light lamp post,386436,391435,53.419538000000003,-2.205558500000000
street light lamp post,386441,391466,53.419817000000002,-2.205484600000000
street light lamp post,386438,391485,53.419987999999996,-2.205530600000000
street light lamp post,388801,392052,53.425139999999999,-2.169995500000000
street light lamp post,388971,391079,53.416398000000001,-2.167402800000000
street light lamp post,387408,391164,53.417127000000001,-2.190922300000000
street light lamp post,389463,391496,53.420155999999999,-2.160014600000000
street light lamp post,389450,391502,53.420209999999997,-2.160210400000000
street light lamp post,389434,391505,53.420237000000000,-2.160451200000000
street light lamp post,387382,390981,53.415481000000000,-2.191306100000000
street light lamp post,387401,390942,53.415131000000002,-2.191018700000000
street light lamp post,387429,390924,53.414969999999997,-2.190596700000000
street light lamp post,387451,390893,53.414692000000002,-2.190264500000000
street light lamp post,387470,390867,53.414459000000001,-2.189977600000000
street light lamp post,387488,390817,53.414009999999998,-2.189704800000000
street light lamp post,387478,390781,53.413685999999998,-2.189853800000000
street light lamp post,387484,390742,53.413334999999996,-2.189761900000000
street light lamp post,387481,390702,53.412976000000000,-2.189805500000000
street light lamp post,387469,390677,53.412751000000000,-2.189985000000000
street light lamp post,387355,391000,53.415650999999997,-2.191713100000000
street light lamp post,387355,391039,53.416001999999999,-2.191714700000000
street light lamp post,386669,390199,53.408434000000000,-2.201999900000000
street light lamp post,385949,391269,53.418033000000001,-2.212878700000000
street light lamp post,385968,391262,53.417971000000001,-2.212592500000000
street light lamp post,385988,391256,53.417917000000003,-2.212291300000000
street light lamp post,385975,391226,53.417647000000002,-2.212485600000000
street light lamp post,389086,391189,53.417389000000000,-2.165676500000000
street light lamp post,388999,390978,53.415491000000003,-2.166978000000000
street light lamp post,389015,390985,53.415554000000000,-2.166737500000000
street light lamp post,388971,390962,53.415346000000000,-2.167398700000000
street light lamp post,388949,390952,53.415255999999999,-2.167729400000000
street light lamp post,388930,390942,53.415165999999999,-2.168014900000000
street light lamp post,388925,390956,53.415291000000003,-2.168090600000000
street light lamp post,388901,390927,53.415030000000002,-2.168450600000000
street light lamp post,388893,390948,53.415219000000000,-2.168571700000000
street light lamp post,389044,391022,53.415886999999998,-2.166302500000000
street light lamp post,389060,391046,53.416103000000000,-2.166062600000000
street light lamp post,389062,391078,53.416390999999997,-2.166033700000000
street light lamp post,389074,391110,53.416679000000002,-2.165854300000000
street light lamp post,389093,391129,53.416849999999997,-2.165569000000000
street light lamp post,389092,391158,53.417110999999998,-2.165585100000000
street light lamp post,389114,391186,53.417363000000002,-2.165255100000000
street light lamp post,389121,391223,53.417695000000002,-2.165151100000000
street light lamp post,389137,391247,53.417910999999997,-2.164911200000000
street light lamp post,389160,391267,53.418092000000001,-2.164565800000000
street light lamp post,389183,391290,53.418298999999998,-2.164220500000000
street light lamp post,389204,391311,53.418488000000004,-2.163905300000000
street light lamp post,389226,391331,53.418667999999997,-2.163575000000000
street light lamp post,389256,391349,53.418830999999997,-2.163124200000000
street light lamp post,389282,391359,53.418920999999997,-2.162733300000000
street light lamp post,389312,391360,53.418931000000001,-2.162282000000000
street light lamp post,389340,391348,53.418823000000003,-2.161860300000000
street light lamp post,388891,390936,53.415111000000003,-2.168601400000000
street light lamp post,387973,393098,53.434524000000003,-2.182496000000000
street light lamp post,387960,393128,53.434792999999999,-2.182692900000000
street light lamp post,386489,390184,53.408295000000003,-2.204707000000000
street light lamp post,386525,391360,53.418866000000001,-2.204216100000000
street light lamp post,386513,391386,53.419100000000000,-2.204397800000000
street light lamp post,386508,391420,53.419404999999998,-2.204474500000000
street light lamp post,386487,391439,53.419575000000002,-2.204791300000000
street light lamp post,386456,391440,53.419584000000000,-2.205257800000000
street light lamp post,388717,390870,53.414513999999997,-2.171216800000000
street light lamp post,388452,390475,53.410958000000001,-2.175189100000000
street light lamp post,388480,390479,53.410994000000002,-2.174768000000000
street light lamp post,388512,390478,53.410986000000001,-2.174286600000000
street light lamp post,388542,390487,53.411067000000003,-2.173835600000000
street light lamp post,389847,390815,53.414042999999999,-2.154214400000000
street light lamp post,389542,390656,53.412607999999999,-2.158797700000000
street light lamp post,389568,390647,53.412526999999997,-2.158406200000000
street light lamp post,389560,390633,53.412401000000003,-2.158526100000000
street light lamp post,389581,390627,53.412348000000001,-2.158210000000000
street light lamp post,389597,390595,53.412059999999997,-2.157968200000000
street light lamp post,389565,390650,53.412554000000000,-2.158451500000000
street light lamp post,387924,389870,53.405507999999998,-2.183108700000000
street light lamp post,387946,389887,53.405661000000002,-2.182778400000000
street light lamp post,387970,389904,53.405813999999999,-2.182418100000000
street light lamp post,387997,389921,53.405968000000001,-2.182012600000000
street light lamp post,388237,389966,53.406377999999997,-2.178404300000000
street light lamp post,388268,389966,53.406377999999997,-2.177938000000000
street light lamp post,388300,389964,53.406360999999997,-2.177456600000000
street light lamp post,388330,389955,53.406281000000000,-2.177005000000000
street light lamp post,388350,389941,53.406156000000003,-2.176703600000000
street light lamp post,388362,389916,53.405931000000002,-2.176522200000000
street light lamp post,388389,389913,53.405904999999997,-2.176115900000000
street light lamp post,388417,389919,53.405959000000003,-2.175695000000000
street light lamp post,388446,389931,53.406067999999998,-2.175259200000000
street light lamp post,388463,389944,53.406185000000001,-2.175004000000000
street light lamp post,388490,389963,53.406356000000002,-2.174598600000000
street light lamp post,388474,389978,53.406491000000003,-2.174839800000000
street light lamp post,388506,390011,53.406787999999999,-2.174359700000000
street light lamp post,388027,389938,53.406120999999999,-2.181562000000000
street light lamp post,388053,389944,53.406176000000002,-2.181171200000000
street light lamp post,388083,389952,53.406247999999998,-2.180720200000000
street light lamp post,388113,389960,53.406320999999998,-2.180269300000000
street light lamp post,388142,389961,53.406331000000002,-2.179833100000000
street light lamp post,388177,389962,53.406340000000000,-2.179306700000000
street light lamp post,388207,389964,53.406359000000002,-2.178855500000000
street light lamp post,388525,389995,53.406644999999997,-2.174073300000000
street light lamp post,388542,390041,53.407058999999997,-2.173819300000000
street light lamp post,388559,390019,53.406860999999999,-2.173562700000000
street light lamp post,388578,390061,53.407238999999997,-2.173278500000000
street light lamp post,388573,390043,53.407077000000001,-2.173353000000000
street light lamp post,388606,390062,53.407249000000000,-2.172857300000000
street light lamp post,388626,390086,53.407465000000002,-2.172557400000000
street light lamp post,388659,390090,53.407502000000001,-2.172061100000000
street light lamp post,388670,390108,53.407663999999997,-2.171896300000000
street light lamp post,388829,392733,53.431261999999997,-2.169598600000000
street light lamp post,389237,392564,53.429751000000003,-2.163452000000000
street light lamp post,389268,392567,53.429779000000003,-2.162985600000000
street light lamp post,389300,392579,53.429887000000001,-2.162504400000000
street light lamp post,389348,392579,53.429887999999998,-2.161782000000000
street light lamp post,389379,392578,53.429879999999997,-2.161315400000000
street light lamp post,389412,392577,53.429872000000003,-2.160818700000000
street light lamp post,389453,392577,53.429873000000001,-2.160201600000000
street light lamp post,389480,392564,53.429755999999998,-2.159794800000000
street light lamp post,389513,392576,53.429864999999999,-2.159298600000000
street light lamp post,388985,392963,53.433332999999998,-2.167258800000000
street light lamp post,388976,392980,53.433484999999997,-2.167394800000000
street light lamp post,388999,393003,53.433692000000001,-2.167049500000000
street light lamp post,388965,392950,53.433214999999997,-2.167559300000000
street light lamp post,388967,392915,53.432901000000001,-2.167528000000000
street light lamp post,388954,392883,53.432613000000003,-2.167722500000000
street light lamp post,388926,392858,53.432386999999999,-2.168143100000000
street light lamp post,388925,392823,53.432073000000003,-2.168156900000000
street light lamp post,388894,392798,53.431846999999998,-2.168622600000000
street light lamp post,388891,392765,53.431550999999999,-2.168666500000000
street light lamp post,388862,392751,53.431424000000000,-2.169102500000000
street light lamp post,388870,392734,53.431272000000000,-2.168981500000000
street light lamp post,388830,392719,53.431136000000002,-2.169583000000000
street light lamp post,388814,392705,53.431010000000001,-2.169823300000000
street light lamp post,388840,392707,53.431027999999998,-2.169432100000000
street light lamp post,388797,392676,53.430748999999999,-2.170078100000000
street light lamp post,388763,392673,53.430720999999998,-2.170589700000000
street light lamp post,388744,392644,53.430459999999997,-2.170874700000000
street light lamp post,388707,392641,53.430432000000003,-2.171431400000000
street light lamp post,388690,392613,53.430180000000000,-2.171686200000000
street light lamp post,388662,392597,53.430036000000001,-2.172107100000000
street light lamp post,388625,392592,53.429989999999997,-2.172663800000000
street light lamp post,388608,392566,53.429755999999998,-2.172918700000000
street light lamp post,388572,392562,53.429718999999999,-2.173460300000000
street light lamp post,388544,392545,53.429566000000001,-2.173881100000000
street light lamp post,388537,392524,53.429377000000002,-2.173985700000000
street light lamp post,388514,392527,53.429403000000001,-2.174331900000000
street light lamp post,388490,392510,53.429250000000003,-2.174692500000000
street light lamp post,388993,393038,53.434007000000001,-2.167141000000000
street light lamp post,389010,393100,53.434564000000002,-2.166887300000000
street light lamp post,389016,393066,53.434258999999997,-2.166795800000000
street light lamp post,389811,392605,53.430131000000003,-2.154814600000000
street light lamp post,389824,392662,53.430644000000001,-2.154620800000000
street light lamp post,388028,391892,53.423684999999999,-2.181621900000000
street light lamp post,387769,392234,53.426752999999998,-2.185532700000000
street light lamp post,387752,392219,53.426617999999998,-2.185788000000000
street light lamp post,387734,392203,53.426473000000001,-2.186058200000000
street light lamp post,387716,392188,53.426338000000001,-2.186328500000000
street light lamp post,387698,392172,53.426194000000002,-2.186598800000000
street light lamp post,387680,392156,53.426049999999996,-2.186869000000000
street light lamp post,387659,392138,53.425887000000003,-2.187184400000000
street light lamp post,387640,392121,53.425733999999999,-2.187469600000000
street light lamp post,387623,392107,53.425607999999997,-2.187724900000000
street light lamp post,387605,392089,53.425446000000001,-2.187995000000000
street light lamp post,387587,392074,53.425310000000003,-2.188265300000000
street light lamp post,387530,391964,53.424320000000002,-2.189118700000000
street light lamp post,387323,391557,53.420656999999999,-2.192217200000000
street light lamp post,389513,394778,53.449657000000002,-2.159372700000000
street light lamp post,385801,390561,53.411664999999999,-2.215073400000000
street light lamp post,385820,390584,53.411873000000000,-2.214788600000000
street light lamp post,385824,390605,53.412061999999999,-2.214729400000000
street light lamp post,385816,390637,53.412348999999999,-2.214851200000000
street light lamp post,385835,390665,53.412601000000002,-2.214566600000000
