CentralAssetID,StreetName,,Asset Location Details,Road USRN,Easting,Northing,ASSET TYPE,Lantern Model,Lamp Type,Wattage,Number of lanterns,Number of Lamps
L0901001,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - O/S 73   - ST4- (AR11),21700626,524536.2,179689.1,LC05,12,SONE,70,1,1
L0901002,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 53 ON CI   - ST4- (,21700626,524515.9,179682.7,LC05,12,SONE,70,1,1
L0901003,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 54 ON CI   - ST4- (,21700626,524510.2,179679.3,LC05,12,SONE,70,1,1
L0901004,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - FLANK OF 61   - ST4- (A,21700626,524487.6,179685.3,LC05,12,SONE,70,1,1
L0901005,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 56   - ST4- (AR11),21700626,524490.1,179650.3,LC05,12,SONE,70,1,1
L0901006,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 45   - ST4- (AR11),21700626,524505.7,179627,LC05,12,SONE,70,1,1
L0901007,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 36 ON CI   - ST4- (,21700626,524565.9,179635.3,LC05,12,SONE,70,1,1
L0901008,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 35 ON CI   - ST4- (AR11),21700626,524545.2,179627,LC05,12,SONE,70,1,1
L0901009,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 59   - ST4- (AR11),21700626,524539.7,179624,LC05,12,SONE,70,1,1
L0901010,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 38   - ST4- (AR11),21700626,524520.9,179596,LC05,12,SONE,70,1,1
L1101001,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 27   - ST5- (AR13),21700626,524535.7,179568.6,LC04,12,SONE,70,1,1
L1101002,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - FLK 41 ABBOTSBURY ROAD,21700626,524597.6,179579.3,LC04,12,SONE,70,1,1
L1101003,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 16 - ON CENTRE GARD,21700626,524574.7,179571.5,LC04,12,SONE,70,1,1
L1101004,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 18 - ON CENTRE GARDENS   - ST5- (AR13),21700626,524569.2,179568.8,LC04,12,SONE,70,1,1
L1101005,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 20   - ST5- (AR13),21700626,524551.5,179540,LC04,12,SONE,70,1,1
L1101006,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 9   - ST5- (AR13),21700626,524566,179513.7,LC04,12,SONE,70,1,1
L1101007,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - FLANK 25 ABBOTSBURY ROA,21700626,524627,179523.7,LC04,12,SONE,70,1,1
L1101008,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 15 - ON CENTRE GARD,21700626,524604.4,179516.7,LC04,12,SONE,70,1,1
L1101009,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - OPP 13 - ON CENTRE GARD,21700626,524599.3,179513.9,LC04,12,SONE,70,1,1
L1101010,ABBOTSBURY CLOSE,,ABBOTSBURY CLOSE - O/S 5   - ST5- (AR13),21700626,524595.6,179491.3,LC04,12,SONE,70,1,1
B0902001,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - C/ISLAND OPP ABBOTSBURY HOUSE   - ST6- (AR11),21700627,524457.42,179939.64,IBNA,BOL,LED,17,1,1
B0902002,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - C/ISLAND OPP ABBOTSBURY HOUSE   - ST6- (AR11),21700627,524458.86,179936.41,IBNA,BOL,LED,17,1,1
B0902003,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - C/ISLAND OPP 111 ABBOTSBURY ROAD   - ST6- (AR11),21700627,524493.35,179819.3,IBNA,BOL,LED,17,1,1
B0902004,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - C/ISLAND OPP 111 ABBOTSB,21700627,524494.2,179816.39,IBNA,BOL,LED,17,1,1
B0902005,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - C/ISLAND OPP 83 ABBOTSBU,21700627,524533.89,179730.35,IBNA,BOL,LED,17,1,1
B0902006,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - NEAR 79   - ST6- (AR11),21700627,524536.01,179726.38,IBNA,BOL,LED,17,1,1
B1102001,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - C/ISLAND OPP 45 ABBOTSBURY ROAD   - ST7- (AR13),21700627,524603.42,179598.22,IBNA,BOL,LED,17,1,1
B1102002,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - C/ISLAND OPP 45 ABBOTSBURY ROAD   - ST7- (AR13),21700627,524605.43,179594.56,IBNA,BOL,LED,17,1,1
B1102003,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - C/ISLAND J/W OAKWOOD COU,21700627,524678.51,179466.72,IBNA,BOL,PL-S,11,1,2
B1102004,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - C/ISLAND J/W OAKWOOD COU,21700627,524680.36,179464.39,IBNA,BOL,LED,17,1,1
L0902001,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - C/ISLAND OPP ABBOTSBURY HOUSE   - ST6- (AR11),21700627,524458.09,179937.87,LC06,POTI,LED,40,1,1
L0902002,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - OPP ABBOTSBURY HOUSE   - ST6- (AR11),21700627,524471.1,179923.3,LC06,POTI,LED,40,1,1
L0902003,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 131/133   - ST6- (AR,21700627,524467.4,179897.1,LC06,POTI,LED,40,1,1
L0902004,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 28   - ST6- (AR11),21700627,524484.6,179879.3,LC06,POTI,LED,40,1,1
L0902005,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 26   - ST6- (AR11),21700627,524489.8,179857.9,LC06,POTI,LED,40,1,1
L0902006,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 113 ABBOTSBURY ROAD,21700627,524484.3,179833.3,LC06,POTI,LED,40,1,1
L0902007,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 26   - ST6- (AR11),21700627,524493.62,179817.87,LC06,POTI,LED,40,1,1
L0902008,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 103/105   - ST6- (AR,21700627,524492.4,179801.1,LC06,POTI,LED,40,1,1
L0902009,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - OPP 87   - ST6- (AR11),21700627,524512.3,179787.9,LC06,POTI,LED,40,1,1
L0902010,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - OPP 83   - ST6- (AR11),21700627,524521.5,179766.8,LC06,POTI,LED,40,1,1
L0902011,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 87   - ST6- (AR11),21700627,524522.5,179739.5,LC06,POTI,LED,40,1,1
L0902012,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - C.I. O/S 85   - ST6- (AR11),21700627,524535.16,179727.86,LC06,POTI,LED,40,1,1
L0902013,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 77/79   - ST6- (AR11),21700627,524535.6,179713.2,LC06,POTI,LED,40,1,1
L0902014,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - OPP 73/75   - ST6- (AR11),21700627,524553.9,179701.9,LC06,POTI,LED,40,1,1
L0902015,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 71/73   - ST6- (AR11,21700627,524549.8,179685.6,LC06,POTI,LED,40,1,1
L0902016,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 63/65   - ST6- (AR11),21700627,524561.5,179663.1,LC06,POTI,LED,40,1,1
L0902017,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 57/59   - ST6- (AR11),21700627,524581,179652.2,LC06,POTI,LED,40,1,1
L0902018,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 55/57   - ST6- (AR11),21700627,524579.9,179630.4,LC06,POTI,LED,40,1,1
L0902019,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 49/51   - ST6- (AR11),21700627,524587.2,179615.4,LC06,POTI,LED,40,1,1
L1102001,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - C.I. O/S 43   - ST7- (AR,21700627,524604.8,179596.7,LC06,POTI,LED,40,1,1
L1102002,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 39/41   - ST7- (AR13),21700627,524608.8,179575,LC05,POTI,LED,40,1,1
L1102003,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 33/35   - ST7- (AR13),21700627,524617.7,179558.9,LC05,POTI,LED,40,1,1
L1102004,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - OPP 27/29   - ST7- (AR13),21700627,524638.7,179545.8,LC05,POTI,LED,40,1,1
L1102005,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 23/25   - ST7- (AR13),21700627,524638.8,179520.4,LC05,POTI,LED,40,1,1
L1102006,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - OPP 17   - ST7- (AR13),21700627,524660.8,179505.5,LC06,POTI,LED,40,1,1
L1102007,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 15   - ST7- (AR13),21700627,524660.4,179483.8,LC05,POTI,LED,40,1,1
L1102008,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - C.I O/S 11   - ST7- (AR1,21700627,524679.57,179465.61,LC06,POTI,LED,40,1,1
L1102009,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S FLK 1A ILCHESTER PLACE   - ST7- (AR13),21700627,524689.2,179463.2,LC05,POTI,LED,40,1,1
L1102010,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - OPP ILCHESTER PLACE   -,21700627,524691.8,179437.9,LC05,POTI,LED,40,1,1
L1102011,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - FLK 2 ILCHESTER PLACE   - ST7- (AR13),21700627,524715.7,179424.6,LC05,POTI,LED,40,1,1
L1102012,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S 3/5   - ST7- (AR13),21700627,524717,179401.4,LC05,POTI,LED,40,1,1
L1102013,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - FLK 2 ILCHESTER PLACE (REAR GARDEN)   - ST7- (AR13),21700627,524736.8,179394.1,LC05,POTI,LED,40,1,1
L1102014,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - FLK 13 MELBURY ROAD   - ST7- (AR13),21700627,524737.4,179367.8,LC05,POTI,LED,40,1,1
L1102015,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - NR J/W MELBURY ROAD EAST F/WAY   - ST7- (AR13),21700627,524755.88,179358.67,LC05,POTI,LED,40,1,1
S1102002,ABBOTSBURY ROAD,,ABBOTSBURY ROAD - O/S FLANK OF 19 MELBURY,21700627,524755.34,179360.12,ISNA,SL,PL-S,7,1,2
L1401001,ABINGDON ROAD,,ABINGDON ROAD - O/S 3   - ST10- (AR16),21700001,525238.5,179360.3,LC05,POTL,LED,40,1,1
L1401002,ABINGDON ROAD,,ABINGDON ROAD - O/S 4/6   - ST10- (AR16),21700001,525240.1,179336,LC05,POTL,LED,40,1,1
L1401003,ABINGDON ROAD,,ABINGDON ROAD - O/S 17/19   - ST10- (AR16),21700001,525260.9,179315.9,LC05,POTL,LED,40,1,1
L1401004,ABINGDON ROAD,,ABINGDON ROAD - O/S 1-12 ICHESTER MANSIONS   - ST10- (AR16),21700001,525263,179292.5,LC05,POTL,LED,40,1,1
L1401005,ABINGDON ROAD,,ABINGDON ROAD - O/S ILCHESTER MANSIONS   -,21700001,525272.7,179273.1,LC05,POTL,LED,40,1,1
L1401006,ABINGDON ROAD,,ABINGDON ROAD - O/S THE KENSINGTON ARMS PUB   - ST10- (AR16),21700001,525290.1,179257.6,LC05,POTL,LED,40,1,1
L1401007,ABINGDON ROAD,,ABINGDON ROAD - O/S 36   - ST10- (AR16),21700001,525292.6,179236.5,LC05,POTL,LED,40,1,1
L1401008,ABINGDON ROAD,,ABINGDON ROAD - O/S 57/59   - ST10- (AR16),21700001,525309.9,179215.2,LC05,POTL,LED,40,1,1
L1401009,ABINGDON ROAD,,ABINGDON ROAD - O/S 50/52   - ST10- (AR16),21700001,525309.2,179191.2,LC05,POTL,LED,40,1,1
L1401010,ABINGDON ROAD,,ABINGDON ROAD - O/S 69/71   - ST10- (AR16),21700001,525328.2,179170.3,LC05,POTL,LED,40,1,1
L1401011,ABINGDON ROAD,,ABINGDON ROAD - O/S 77/79   - ST10- (AR16),21700001,525335,179150.4,LC05,POTL,LED,40,1,1
L1401012,ABINGDON ROAD,,ABINGDON ROAD - O/S 68/70   - ST10- (AR16),21700001,525334,179127.3,LC05,POTL,LED,40,1,1
L1401013,ABINGDON ROAD,,ABINGDON ROAD - O/S 89   - ST10- (AR16),21700001,525352.7,179104.2,LC05,POTL,LED,40,1,1
L1401014,ABINGDON ROAD,,ABINGDON ROAD - O/S 80/82   - ST10- (AR16),21700001,525352,179077.5,LC05,POTL,LED,40,1,1
L1401015,ABINGDON ROAD,,ABINGDON ROAD - O/S 105/107   - ST10- (AR16),21700001,525365.9,179065.7,LC05,POTL,LED,40,1,1
L1401016,ABINGDON ROAD,,ABINGDON ROAD - O/S 94   - ST10- (AR16),21700001,525365.2,179041.6,LC05,POTL,LED,40,1,1
S1401002,ABINGDON ROAD,,ABINGDON ROAD - O/S 43   - ST10- (AR16),21700001,525296.2,179242.5,ISNA,SL,PL-S,7,1,2
S1401004,ABINGDON ROAD,,ABINGDON ROAD - O/S 53 (OPP J/W COPE PLACE,21700001,525303.7,179228.2,ISNA,SL,PL-S,7,1,2
S1401005,ABINGDON ROAD,,ABINGDON ROAD - O/S 40   - ST10- (AR16),21700001,525299,179217.3,ISNA,SL,PL-S,7,1,2
S1401006,ABINGDON ROAD,,ABINGDON ROAD - O/S 57   - ST10- (AR16),21700001,525309.7,179215.1,ISNA,SL,PL-S,7,1,2
S1401007,ABINGDON ROAD,,ABINGDON ROAD - O/S 52 (J/W ABINGDON VILLAS)   - ST10- (AR16),21700001,525311.2,179185.9,ISNA,SL,PL-S,7,1,2
S1401008,ABINGDON ROAD,,ABINGDON ROAD - O/S 67   - ST10- (AR16),21700001,525319.8,179191.6,ISNA,SL,PL-S,7,1,2
S1401009,ABINGDON ROAD,,ABINGDON ROAD - O/S 67 (J/W ABINGDON VILLA,21700001,525321.5,179189,ISNA,SL,PL-S,7,1,2
S1401010,ABINGDON ROAD,,ABINGDON ROAD - O/S 67 (ATTACH TO L/C)   - ST10- (AR16),21700001,525326.5,179173.2,ISNA,SL,PL-S,7,1,2
S1401011,ABINGDON ROAD,,ABINGDON ROAD - O/S 87 (FLK SCARSDALE VILL,21700001,525348.49,179123.03,ISNA,SL,PL-S,7,1,2
S1401012,ABINGDON ROAD,,ABINGDON ROAD - O/S 87 (FLK SCARSDALE VILLAS)   - ST10- (AR16),21700001,525344.71,179124.43,ISNA,SL,PL-S,7,1,2
S1401013,ABINGDON ROAD,,ABINGDON ROAD - O/S 70 (FLK SCARSDALE VILLAS)   - ST10- (AR16),21700001,525337.02,179120.91,ISNA,SL,PL-S,7,1,2
S1401014,ABINGDON ROAD,,ABINGDON ROAD - O/S 89   - ST10- (AR16),21700001,525350.8,179106.9,ISNA,SL,PL-S,7,1,2
S1401015,ABINGDON ROAD,,ABINGDON ROAD - O/S 72   - ST10- (AR16),21700001,525342.71,179103.86,ISNA,SL,PL-S,7,1,2
L1301001,ABINGDON VILLAS,,ABINGDON VILLAS - FLK 54 ABINGDON RD (FLK PUB)   - ST11- (AR15),21700002,525310.5,179173,LC05,POTI,LED,40,1,1
L1301002,ABINGDON VILLAS,,ABINGDON VILLAS - O/S 66   - ST11- (AR15),21700002,525290.5,179165,LC05,POTI,LED,40,1,1
L1301003,ABINGDON VILLAS,,ABINGDON VILLAS - O/S 74   - ST11- (AR15),21700002,525269.6,179157.1,LC05,POTI,LED,40,1,1
L1301004,ABINGDON VILLAS,,ABINGDON VILLAS - O/S 83   - ST11- (AR15),21700002,525245.1,179158.1,LC05,POTI,LED,40,1,1
L1301005,ABINGDON VILLAS,,ABINGDON VILLAS - FLK 45 EARLS COURT ROAD,21700002,525224.3,179149.8,LC05,POTI,LED,40,1,1
L1402001,ABINGDON VILLAS,,ABINGDON VILLAS - O/S 2   - ST12- (AR16),21700002,525530.8,179256,LC05,POTL,LED,40,1,1
L1402002,ABINGDON VILLAS,,ABINGDON VILLAS - OPP 6/8   - ST12- (AR16),21700002,525511.3,179260.5,LC05,POTL,LED,40,1,1
L1402003,ABINGDON VILLAS,,ABINGDON VILLAS - O/S 14/16   - ST12- (AR16),21700002,525494.2,179242.4,LC05,POTL,LED,40,1,1
L1402004,ABINGDON VILLAS,,ABINGDON VILLAS - O/S 43-54 ABINGDON COURT   - ST12- (AR16),21700002,525472.6,179245,LC05,POTL,LED,40,1,1
L1402005,ABINGDON VILLAS,,ABINGDON VILLAS - O/S 28/30   - ST12- (AR16),21700002,525456.2,179227.4,LC05,POTL,LED,40,1,1
L1402006,ABINGDON VILLAS,,ABINGDON VILLAS - OPP 1-24 ABINGDON COURT   - ST12- (AR16),21700002,525435.3,179219.8,LC05,POTL,LED,40,1,1
L1402007,ABINGDON VILLAS,,ABINGDON VILLAS - O/S 1-24 ABINGDON COURT,21700002,525413.6,179222.9,LC05,POTL,LED,40,1,1
L1402008,ABINGDON VILLAS,,ABINGDON VILLAS - O/S 46/48   - ST12- (AR16),21700002,525393.7,179204.7,LC05,POTL,LED,40,1,1
L1402009,ABINGDON VILLAS,,ABINGDON VILLAS - O/S 54   - ST12- (AR16),21700002,525371,179194.6,LC05,POTL,LED,40,1,1
L1402010,ABINGDON VILLAS,,ABINGDON VILLAS - O/S 59/61   - ST12- (AR16),21700002,525344.6,179195.1,LC05,POTL,LED,40,1,1
L1402011,ABINGDON VILLAS,,ABINGDON VILLAS - FLK 67 ABINGDON ROAD   - ST12- (AR16),21700002,525330.3,179190.7,LC05,POTL,LED,40,1,1
S1301001,ABINGDON VILLAS,,ABINGDON VILLAS - FLANK OF 52 ABINGDON ROA,21700002,525307.5,179183,ISNA,SL,PL-S,7,1,2
S1402001,ABINGDON VILLAS,,ABINGDON VILLAS - OPP ABINGDON COURT   - S,21700002,525411.3,179211.2,ISNA,SL,PL-S,7,1,2
S1402002,ABINGDON VILLAS,,ABINGDON VILLAS - O/S 45   - ST12- (AR16),21700002,525394.3,179214.6,ISNA,SL,PL-S,7,1,2
S1402003,ABINGDON VILLAS,,ABINGDON VILLAS - FLANK 69 ABINGDON ROAD.   - ST12- (AR16),21700002,525327.4,179179,ISNA,SL,PL-S,7,1,2
F0648001,ACKLAM ROAD,,ACKLAM ROAD - ON 1ST COL FROM TAVISTOCK RO,21700785,524744,181692,LFNA,FLL,CDOT,150,1,1
F0648002,ACKLAM ROAD,,ACKLAM ROAD - ON 3RD COLUMN FROM ACKLAM RO,21700785,524725,181716,LFNA,FLL,CDOT,150,1,1
L0401001,ACKLAM ROAD,,ACKLAM ROAD - O/S BRITISH RAIL YARD GATES,21700785,524557,181909.4,LC06,POT,COS,90,1,1
L0401002,ACKLAM ROAD,,ACKLAM ROAD - BY RAILWAY SOUTH OF UNIT L00,21700785,524578,181902.6,LC06,POT,COS,90,1,1
L0401003,ACKLAM ROAD,,ACKLAM ROAD - BY RAILWAY SOUTH OF UNIT L00,21700785,524594.4,181893.6,LC06,POT,COS,90,1,1
L0401004,ACKLAM ROAD,,ACKLAM ROAD - OPP UNIT 1   - ST13- (AR6),21700785,524596.2,181869.2,LC06,POT,COS,90,1,1
L0401005,ACKLAM ROAD,,ACKLAM ROAD - OPP UNIT 3 & 4   - ST13- (AR,21700785,524611.4,181858.3,LC06,POT,COS,90,1,1
L0401006,ACKLAM ROAD,,ACKLAM ROAD - OPP UNIT 6 & 7   - ST13- (AR6),21700785,524627.9,181845.2,LC06,POT,COS,90,1,1
L0401007,ACKLAM ROAD,,ACKLAM ROAD - OPP UNIT 10   - ST13- (AR6),21700785,524644.6,181832.5,LC06,POT,COS,90,1,1
L0401008,ACKLAM ROAD,,ACKLAM ROAD - OPP UNIT 13   - ST13- (AR6),21700785,524662.6,181818.1,LC06,POT,COS,90,1,1
L0401009,ACKLAM ROAD,,ACKLAM ROAD - BY UNIT 14   - ST13- (AR6),21700785,524680.3,181829,LC06,POT,COS,90,1,1
L0401010,ACKLAM ROAD,,ACKLAM ROAD - BY MUSLIM CENTRE NORTH UNIT   - ST13- (AR6),21700785,524693,181822.6,LC06,POT,COS,90,1,1
L0401011,ACKLAM ROAD,,ACKLAM ROAD - OPP MUSLIM CENTRE MIDDLE UNIT   - ST13- (AR6),21700785,524703.9,181805.4,LC06,POT,COS,90,1,1
L0401012,ACKLAM ROAD,,ACKLAM ROAD - O/S MUSLIM CENTRE SOUTH UNIT   - ST13- (AR6),21700785,524725.9,181799.7,LC06,POT,COS,90,1,1
L0401013,ACKLAM ROAD,,ACKLAM ROAD - O/S MUSLIM CENTRE LAST UNIT,21700785,524740.23,181794.08,LC06,POT,COS,90,1,1
L0401014,ACKLAM ROAD,,ACKLAM ROAD - O/S WESTBOURNE STUDIO   - ST13- (AR6),21700785,524764.23,181791,LC06,POT,COS,90,1,1
L0401015,ACKLAM ROAD,,ACKLAM ROAD - O/S WESTBOURNE STUDIO IN DEA,21700785,524762.38,181771.73,LC06,POT,COS,90,1,1
L0401016,ACKLAM ROAD,,ACKLAM ROAD - O/S WESTBOURNE STUDIO WEST UNIT   - ST13- (AR6),21700785,524754.38,181780.95,LC06,POT,COS,90,1,1
L0401017,ACKLAM ROAD,,ACKLAM ROAD - O/S 240 KCCT DEPOT   - ST13- (AR6),21700785,524737.98,181769.88,LC06,POT,COS,90,1,1
L0401018,ACKLAM ROAD,,ACKLAM ROAD - OPP KCCT CAR PARK ENTRANCE   - ST13- (AR6),21700785,524715.5,181774.4,LC06,POT,COS,90,1,1
L0401019,ACKLAM ROAD,,ACKLAM ROAD - UNDER WESTWAY BY KCCT CAR PA,21700785,524720.56,181753.42,LC06,POT,COS,90,1,1
L0401020,ACKLAM ROAD,,ACKLAM ROAD - OPP EMPTY BAYS SOUTH FOOTBRI,21700785,524680.1,181758.5,LC06,POT,COS,90,1,1
L0401021,ACKLAM ROAD,,ACKLAM ROAD - OPP FLAT 85 UNDER WESTWAY   - ST13- (AR6),21700785,524667.9,181736,LC06,ZX2,CDOT,150,1,1
L0401022,ACKLAM ROAD,,ACKLAM ROAD - 0PP FLAT 75 UNDER WESTWAY,21700785,524653,181719.4,LC06,POT,COS,90,1,1
L0401023,ACKLAM ROAD,,ACKLAM ROAD - BY FLATS NORTH F/WAY   - ST13- (AR6),21700785,524633,181697.6,LC06,POT,COS,90,1,1
L0401024,ACKLAM ROAD,,ACKLAM ROAD - O/S BAY 65/68 PLAYSTAY   - S,21700785,524612.7,181674.7,LC06,POT,COS,90,1,1
L0401025,ACKLAM ROAD,,ACKLAM ROAD - O/S BAY 65/68 PLAYSTAY WEST UNIT   - ST13- (AR6),21700785,524600.4,181658.5,LC06,POT,COS,90,1,1
L0401026,ACKLAM ROAD,,ACKLAM ROAD - BY STAIRWAY NORTH F/WAY   -,21700785,524586.1,181646.7,LC06,POT,COS,90,1,1
L0401027,ACKLAM ROAD,,ACKLAM ROAD - 3RD COL EAST OF BLAGROVE RD - UNDER WEST   - ST13- (AR6),21700785,524576,181626.1,LC06,POT,COS,90,1,1
L0401028,ACKLAM ROAD,,ACKLAM ROAD - BY TICKET MACHINE   - ST13- (AR6),21700785,524564.2,181611.5,LC06,POT,COS,90,1,1
L0401029,ACKLAM ROAD,,ACKLAM ROAD - OPP 10 ACKLAM WORKSHOP   - ST13- (AR6),21700785,524549.9,181592.1,LC06,POT,COS,90,1,1
L0401030,ACKLAM ROAD,,ACKLAM ROAD - ON FOOTPATH J/W BLAGROVE ROA,21700785,524522.1,181573.1,LC05,IL,CDOT,70,1,1
L0401031,ACKLAM ROAD,,ACKLAM ROAD - ON FOOTPATH 2ND COL FROM BLA,21700785,524504.1,181559,LC05,IL,CDOT,70,1,1
L0401032,ACKLAM ROAD,,ACKLAM ROAD - ON PAVED AREA 3RD COL FROM B,21700785,524511.6,181550,LC05,IL,CDOT,70,1,1
L0401033,ACKLAM ROAD,,ACKLAM ROAD - PAVED AREA(FLK 274 PORTOBELLO ROAD)   - ST13- (AR6),21700785,524486.37,181540.09,LC08,ZX3,CDOT,150,1,1
L0401034,ACKLAM ROAD,,ACKLAM ROAD - ON PAVED AREA OPP 274 PORTOB,21700785,524497.5,181537.5,LC05,IL,CDOT,70,1,1
L0401035,ACKLAM ROAD,,ACKLAM ROAD - ON PAVED AREA NR J/W PORTOBE,21700785,524481.1,181527.8,LC05,IL,CDOT,70,1,1
L0448001,ACKLAM ROAD,,ACKLAM ROAD -    - ST14- (AR6),21700785,524625.81,181666.73,LSNA,BH,LED,70,1,1
L0448002,ACKLAM ROAD,,ACKLAM ROAD -    - ST14- (AR6),21700785,524610.63,181646.43,LSNA,BH,LED,70,1,1
L0448003,ACKLAM ROAD,,ACKLAM ROAD -    - ST14- (AR6),21700785,524596.9,181628.59,LSNA,BH,LED,70,1,1
L0448004,ACKLAM ROAD,,ACKLAM ROAD -    - ST14- (AR6),21700785,524581.52,181610.55,LSNA,BH,LED,70,1,1
L0448005,ACKLAM ROAD,,ACKLAM ROAD -    - ST14- (AR6),21700785,524566.55,181590.25,LSNA,BH,LED,70,1,1
L0448006,ACKLAM ROAD,,ACKLAM ROAD -    - ST14- (AR6),21700785,524546.25,181566.25,LC05,NA,LED,70,1,1
L0648001,ACKLAM ROAD,,ACKLAM ROAD - 1ST COLUMN FROM ACKLAM ROAD,21700785,524690.3,181753.1,LC08,SEL3,CDOT,150,1,1
L0648002,ACKLAM ROAD,,ACKLAM ROAD - 2ND COLUMN FROM ACKLAM ROAD,21700785,524696.3,181746.7,LC08,SEL3,CDOT,150,1,1
L0648003,ACKLAM ROAD,,ACKLAM ROAD - 3RD COLUMN FROM ACKLAM ROAD   - ST998- (AR8),21700785,524709.2,181729.6,LC08,SEL3,CDOT,150,1,1
L0648004,ACKLAM ROAD,,ACKLAM ROAD - HOLLOW LIGHT TUBE CENTRE   - ST998- (AR8),21700785,524716.2,181722.9,LSNA,BH,CDOT,70,1,1
L0648005,ACKLAM ROAD,,ACKLAM ROAD - 4TH COL LOWER LEVEL BY RAILW,21700785,524725.6,181717.3,LC08,SEL3,CDOT,150,1,1
L0648006,ACKLAM ROAD,,ACKLAM ROAD - 3RD COL FROM TAVISTOCK RD IN COMPOUND   - ST998- (AR8),21700785,524725.1,181707.2,LC08,SEL3,CDOT,150,1,1
L0648007,ACKLAM ROAD,,ACKLAM ROAD - 2ND COLUMN FROM TAVISTOCK ROAD   - ST998- (AR8),21700785,524734.1,181700.2,LC08,SEL3,CDOT,150,1,1
L0648008,ACKLAM ROAD,,ACKLAM ROAD - 1ST COLUMN FROM TAVISTOCK RO,21700785,524744.69,181692.43,LC08,SEL3,CDOT,150,1,1
L0402001,ADAIR ROAD,new,ADAIR ROAD - SIDE OF 1-24 GADSDEN HOUSE   - ST15- (AR6),21700786,524433.6,182200.4,LC05,POT,LED,40,1,1
