CentralAssetID,StreetName,,Asset Location Details,Road USRN,Easting,Northing,ASSET TYPE,Lantern Model,Lamp Type,Wattage,Number of lanterns,Number of Lamps
L0637008,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP 271/273   - ST795- (,21700970,524517.7,181444.2,LC04,KP,COS,60,1,1
L0637009,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 269   - ST795- (AR8),21700970,524519.3,181419.8,LC04,KP,COS,60,1,1
L0637010,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 246   - ST795- (AR8),21700970,524535.7,181410.3,LC04,KP,COS,60,1,1
L0637011,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 259   - ST795- (AR8),21700970,524534.8,181391.3,LC04,KP,COS,60,1,1
L0637012,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP 253   - ST795- (AR8),21700970,524553.5,181380.6,LC04,KP,COS,60,1,1
L0637013,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 236   - ST795- (AR8),21700970,524563.8,181360.5,LC05,POT,COS,60,1,1
L0637014,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 241   - ST795- (AR8),21700970,524567.3,181329.6,LC05,POT,COS,60,1,1
L0637015,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S TESCO   - ST795- (AR8),21700970,524583.4,181323.1,LC05,POT,COS,60,1,1
L0637016,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP 218   - ST795- (AR8),21700970,524585.6,181298.1,LC05,POT,COS,60,1,1
L0637017,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 214   - ST795- (AR8),21700970,524610.1,181276.8,LC05,POT,COS,60,1,1
L0637018,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 206   - ST795- (AR8),21700970,524616.8,181264.9,LC05,POT,COS,60,1,1
L0637019,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S POUNDLAND KENS.   -,21700970,524619.9,181237.6,LC05,POT,COS,60,1,1
L0637020,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 194   - ST795- (AR8),21700970,524637.7,181226.3,LC05,POT,COS,60,1,1
L0637021,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 199   - ST795- (AR8),21700970,524637.7,181202,LC05,POT,COS,60,1,1
L0637022,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 184   - ST795- (AR8),21700970,524659.1,181182.4,LC05,POT,COS,60,1,1
L0637023,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP 176   - ST795- (AR8),21700970,524654.9,181159.3,LC05,POT,COS,60,1,1
L0637024,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 168   - ST795- (AR8),21700970,524671.1,181145.6,LC05,POT,COS,60,1,1
L0637025,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 181   - ST795- (AR8),21700970,524669.2,181120.1,LC05,POT,COS,60,1,1
L0637026,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 156   - ST795- (AR8),21700970,524683.1,181112.7,LC05,POT,COS,60,1,1
L0637027,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 177   - ST795- (AR8),21700970,524681.1,181088.4,LC05,POT,COS,60,1,1
L0637028,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP 146   - ST795- (AR8),21700970,524687,181071.4,LC05,POT,COS,60,1,1
L0637029,PORTOBELLO ROAD,,PORTOBELLO ROAD - FLANK OF 144   - ST795- (AR8),21700970,524702.9,181062.4,LC05,POT,COS,60,1,1
L0637030,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 161   - ST795- (AR8),21700970,524694.2,181051.8,LC05,POT,COS,60,1,1
L0637031,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 153   - ST795- (AR8),21700970,524700.9,181033.3,LC05,POT,COS,60,1,1
L0637032,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 145   - ST795- (AR8),21700970,524712.8,181017.9,LC05,POT,COS,60,1,1
L0637033,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP 137   - ST795- (AR8),21700970,524739.1,181002.1,LC05,POT,COS,60,1,1
L0637034,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 129   - ST795- (AR8),21700970,524738.3,180987.8,LC05,POT,COS,60,1,1
L0637035,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP 119   - ST795- (AR8),21700970,524760.9,180975.6,LC05,POT,COS,60,1,1
L0637036,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 115   - ST795- (AR8),21700970,524764.1,180959.2,LC05,POT,COS,60,1,1
L0637037,PORTOBELLO ROAD,,PORTOBELLO ROAD - J/W WESTBOURNE GROVE   - ST795- (AR8),21700970,524786.3,180945.8,LC05,POT,COS,60,1,1
L0637038,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S THE EARL OF LONSDALE PUB   - ST795- (AR8),21700970,524803,180923.6,LC05,POT,COS,60,1,1
L0637039,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 111   - ST795- (AR8),21700970,524801.9,180901.6,LC05,POT,COS,60,1,1
L0637040,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP 101   - ST795- (AR8),21700970,524824.6,180888.8,LC05,POT,COS,60,1,1
L0637041,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 93   - ST795- (AR8),21700970,524825.9,180869.4,LC05,POT,COS,60,1,1
L0637042,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 85A   - ST795- (AR8),21700970,524840.6,180857,LC05,POT,COS,60,1,1
L0637043,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 88   - ST795- (AR8),21700970,524864,180849.3,LC05,POT,COS,60,1,1
L0637044,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 69   - ST795- (AR8),21700970,524870.2,180833.2,LC05,POT,COS,60,1,1
L0637045,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 82D   - ST795- (AR8),21700970,524891.4,180825.4,LC05,POT,COS,60,1,1
L0637046,PORTOBELLO ROAD,,PORTOBELLO ROAD - JW CHEPSTOW VILLAS   - ST795- (AR8),21700970,524900.1,180809.4,LC05,POT,COS,60,1,1
L0658001,PORTOBELLO ROAD,,PORTOBELLO ROAD - NORTH EAST UNIT   - ST797- (AR8),21700970,524490.2,181508.9,LSNA,BH,LED,70,1,1
L0658002,PORTOBELLO ROAD,,PORTOBELLO ROAD - SOUTH EAST UNIT   - ST797- (AR8),21700970,524495.6,181495.4,LSNA,BH,LED,70,1,1
L0658003,PORTOBELLO ROAD,,PORTOBELLO ROAD - SOUTH WEST UNIT   - ST797- (AR8),21700970,524483.35,181483.91,LSNA,BH,LED,70,1,1
L0658004,PORTOBELLO ROAD,,PORTOBELLO ROAD - NORTH WEST UNIT   - ST797- (AR8),21700970,524477.56,181500.02,LSNA,BH,LED,70,1,1
L0830001,PORTOBELLO ROAD,,PORTOBELLO ROAD - FLANK 33 CHEPSTOW VILLAS,21700970,524931.2,180797.4,LC05,POT,COS,60,1,1
L0830002,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 59A (OPP 80)   - ST796- (AR10),21700970,524951.7,180775.3,LC05,POT,COS,60,1,1
L0830003,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 76A   - ST796- (AR10),21700970,524971.9,180771.8,LC05,POT,COS,60,1,1
L0830004,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 70/72   - ST796- (AR,21700970,524985.2,180761.8,LC05,POT,COS,60,1,1
L0830005,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP 62/64   - ST796- (AR,21700970,524996,180744,LC05,POT,COS,60,1,1
L0830006,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 56   - ST796- (AR10),21700970,525014.09,180743.09,LC05,POT,COS,60,1,1
L0830007,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 48/50   - ST796- (AR10),21700970,525030.2,180731.4,LC05,POT,COS,60,1,1
L0830008,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 44   - ST796- (AR10),21700970,525044.9,180722.7,LC05,POT,COS,60,1,1
L0830009,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP 36/38   - ST796- (AR10),21700970,525059.8,180701,LC05,POT,COS,60,1,1
L0830010,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 30   - ST796- (AR10),21700970,525077.1,180700.1,LC05,POT,COS,60,1,1
L0830011,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP 24   - ST796- (AR10),21700970,525086.6,180682.3,LC05,POT,COS,60,1,1
L0830012,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 16   - ST796- (AR10),21700970,525109.4,180678.9,LC05,POT,COS,60,1,1
L0830013,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 17   - ST796- (AR10),21700970,525120.4,180661.5,LC05,POT,COS,60,1,1
L0830014,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 13   - ST796- (AR10),21700970,525140,180654.1,LC05,POT,COS,60,1,1
L0830015,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S SUN IN SPLENDOUR PUB   - ST796- (AR10),21700970,525161.8,180659.8,LC05,POT,COS,60,1,1
L0830016,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP SUN IN SPLENDOUR PUB   - ST796- (AR10),21700970,525151.8,180667.2,LC05,POT,COS,60,1,1
S0427001,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 330 - E. F/W - N. SIGN   - ST794- (AR6),21700970,524257.7,181801.9,ISNA,SL,PL-S,7,1,2
S0427002,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 330 - E.F/W - S. SIGN   - ST794- (AR6),21700970,524259.02,181800.54,ISNA,SL,PL-S,7,1,2
S0427003,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 347  NORTH SIGN ON WEST F/WAY  - ST794- (AR6),21700970,524250.49,181795.66,ISNA,SL,PL-S,7,1,2
S0427004,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 347  SOUTH SIGN ON W,21700970,524252.4,181794.1,ISNA,SL,PL-S,7,1,2
S0427005,PORTOBELLO ROAD,,PORTOBELLO ROAD - ON COL OPP GOLBORNE MEWS  - ST794- (AR6),21700970,524280.4,181786.2,ISNA,SL,PL-S,7,1,2
S0427006,PORTOBELLO ROAD,,PORTOBELLO ROAD - J/W GOLBORNE ROAD (O/S P,21700970,524318.6,181753.8,PXNA,YB,LED,16,1,1
S0427007,PORTOBELLO ROAD,,PORTOBELLO ROAD - J/W GOLBORNE ROAD - O/S POST OFFICE   - ST794- (AR6),21700970,524313.8,181747.8,PXNA,YB,LED,16,1,1
S0427008,PORTOBELLO ROAD,,PORTOBELLO ROAD - J/W GOLBORNE RD O/S CAER,21700970,524322.1,181750.6,ISNA,SL,PL-S,7,1,2
S0427009,PORTOBELLO ROAD,,PORTOBELLO ROAD - J/W GOLBORNE ROAD (OPP P.H.)   - ST794- (AR6),21700970,524318.9,181742.1,ISNA,SL,PL-S,7,1,2
S0427010,PORTOBELLO ROAD,,PORTOBELLO ROAD - J/W RADDINGTON ROAD  -  E. F/W   - ST794- (AR6),21700970,524441.2,181606.3,ISNA,SL,PL-S,7,1,2
S0427011,PORTOBELLO ROAD,,PORTOBELLO ROAD - J/W RADDINGTON ROAD - E.,21700970,524442.3,181604.2,ISNA,SL,PL-S,7,1,2
S0427012,PORTOBELLO ROAD,,PORTOBELLO ROAD - FLK OXFORD GDNS - N. UNI,21700970,524433.2,181603.4,ISNA,SL,PL-S,7,1,2
S0427013,PORTOBELLO ROAD,,PORTOBELLO ROAD - FLK OXFORD GDNS - S. UNI,21700970,524434.3,181601.3,ISNA,SL,PL-S,7,1,2
S0427014,PORTOBELLO ROAD,,PORTOBELLO ROAD - J/W RADDINGTON RD O/S WINE SHOP   - ST794- (AR6),21700970,524449.5,181592.8,ISNA,SL,PL-S,7,1,2
S0427015,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 309 - S. UNIT   - ST,21700970,524439.4,181587.4,ISNA,SL,PL-S,7,1,2
S0427016,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 309 - S. UNIT   - ST,21700970,524439.9,181585.6,ISNA,SL,PL-S,7,1,2
S0427017,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 289/291   - ST794- (AR6),21700970,524464.7,181535.5,ISNA,SL,PL-S,7,1,2
S0427018,PORTOBELLO ROAD,,PORTOBELLO ROAD - NEXT TO ACLAM RD PAVEMENT AREA   - ST794- (AR6),21700970,524481.9,181523.5,ISNA,SL,PL-S,7,1,2
S0427019,PORTOBELLO ROAD,,PORTOBELLO ROAD - NEXT TENTED AREA   - ST7,21700970,524471.4,181519.1,ISNA,SL,PL-S,7,1,2
S0427020,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 327/329 (ON L/C 12),21700970,524295.6,181760,ISNA,SL,PL-S,7,1,2
S0637001,PORTOBELLO ROAD,,PORTOBELLO ROAD - ON RAILWAY BDGE - N. SIDE   - ST795- (AR8),21700970,524492.71,181477.46,ISNA,SL,PL-S,7,1,2
S0637002,PORTOBELLO ROAD,,PORTOBELLO ROAD - ON RAILWAY BDGE - S. SIDE   - ST795- (AR8),21700970,524497.65,181468.92,ISNA,SL,PL-S,7,1,2
S0637003,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 269 - FITTED ON COLU,21700970,524519.74,181418.6,ISNA,SL,PL-S,7,1,2
S0637005,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPPOSITE ALBA PLACE  - S,21700970,524565.1,181336.7,ISNA,SL,PL-S,7,1,2
S0637006,PORTOBELLO ROAD,,PORTOBELLO ROAD OPP HAYDENS PLACE,21700970,524581.4,181323.85,ISNA,SL,PL-S,7,1,2
S0637007,PORTOBELLO ROAD,,PORTOBELLO ROAD O/S 229 ON COLUMN 016,21700970,524586.6,181297.1,ISNA,SL,PL-S,7,1,2
S0637009,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP DUNWORTH MEWS   - ST,21700970,524612.3,181252.4,ISNA,SL,PL-S,7,1,2
S0637010,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 201 ON COLUMN 021,21700970,524637.7,181202.1,ISNA,SL,PL-S,7,1,2
S0637011,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 156 ON COLUMN 026   - ST795- (AR8),21700970,524683.1,181112.7,ISNA,SL,PL-S,7,1,2
S0637012,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/s 152 J/WITH COLVILLE TERRACE   - ST795- (AR8),21700970,524688.66,181094.98,ISNA,SL,PL-S,7,1,2
S0637013,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 177 J/WITH ELGIN CRE,21700970,524679.1,181094.7,ISNA,SL,PL-S,7,1,2
S0637014,PORTOBELLO ROAD,,PORTOBELLO ROAD O/S 161 ON COLUMN 030,21700970,524694.2,181051.8,ISNA,SL,PL-S,7,1,2
S0637015,PORTOBELLO ROAD,,PORTOBELLO ROAD O/S 121-123,21700970,524751.27,180973.05,ISNA,SL,PL-S,7,1,2
S0637016,PORTOBELLO ROAD,,PORTOBELLO ROAD OPP VERNON YARD,21700970,524766.6,180969.3,ISNA,SL,PL-S,7,1,2
S0637017,PORTOBELLO ROAD,,PORTOBELLO ROAD J/WITH WESTBOURNE GROVE ON COLUMN 037   - ST795- (AR8),21700970,524787.6,180943.8,ISNA,SL,LED,9,1,1
S0637018,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 111 ON COLUMN 039   - ST795- (AR8),21700970,524801.9,180901.6,ISNA,SL,PL-S,7,1,2
S0637019,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP DENBIGH TERRACE    - ST795- (AR8),21700970,524835.9,180860.7,ISNA,SL,PL-S,7,1,2
S0637020,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP DENBIGH CLOSE   - ST795- (AR8),21700970,524866.7,180836.3,ISNA,SL,PL-S,7,1,2
S0637021,PORTOBELLO ROAD,,PORTOBELLO ROAD O/S 82B ON COLUMN 045,21700970,524891.4,180825.4,ISNA,SL,PL-S,7,1,2
S0830001,PORTOBELLO ROAD,,PORTOBELLO ROAD - J/W CHEPSTOW VILLAS - E.,21700970,524918.5,180806.1,ISNA,SL,PL-S,7,1,2
S0830002,PORTOBELLO ROAD,,PORTOBELLO ROAD - J/W CHEPSTOW VILLAS - E.,21700970,524920.1,180804.8,ISNA,SL,PL-S,7,1,2
S0830003,PORTOBELLO ROAD,,PORTOBELLO ROAD - J/W CHEPSTOW VILLAS - W.,21700970,524914.2,180800.9,ISNA,SL,PL-S,7,1,2
S0830004,PORTOBELLO ROAD,,PORTOBELLO ROAD - J/W CHEPSTOW VILLAS - W. SIDE - S. UNIT   - ST796- (AR10),21700970,524915.9,180800,ISNA,SL,PL-S,7,1,2
S0830005,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP 78  ON COL 002 - ST7,21700970,524953.14,180774.16,ISNA,SL,PL-S,7,1,2
S0830006,PORTOBELLO ROAD,,PORTOBELLO ROAD - O/S 58   - ST796- (AR10),21700970,525013.81,180743.2,ISNA,SL,PL-S,7,1,2
S0830007,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPPOSITE 26 ON COL 011,21700970,525087.69,180681.55,ISNA,SL,PL-S,7,1,2
S0830008,PORTOBELLO ROAD,,PORTOBELLO ROAD O/S 8,21700970,525130.9,180663.7,ISNA,SL,PL-S,7,1,2
S0830009,PORTOBELLO ROAD,,PORTOBELLO ROAD - OPP THE SLENDER P.H.   -,21700970,525152.91,180667.53,ISNA,SL,PL-S,7,1,2
L0724001,POTTERY LANE,,POTTERY LANE - O/S ST. FRANCIS PRIMARY SCHOOL   - ST798- (AR9),21700971,524245.6,180517.7,LC05,POT,COS,60,1,1
L0724002,POTTERY LANE,,POTTERY LANE - O/S CHURCH (FED FROM COL NO 1)   - ST798- (AR9),21700971,524255.2,180501.5,LC05,POT,COS,60,1,1
L0724003,POTTERY LANE,,POTTERY LANE - OPP 65   - ST798- (AR9),21700971,524269.24,180478.28,LC05,POT,COS,60,1,1
L0724004,POTTERY LANE,,POTTERY LANE - OPP 59 R/O PENZANCE PLACE   - ST798- (AR9),21700971,524277.9,180464.82,LC05,POT,COS,60,1,1
L0724005,POTTERY LANE,,POTTERY LANE - O/S 38/40   - ST798- (AR9),21700971,524301.99,180426.19,LC05,POT,COS,60,1,1
L0724006,POTTERY LANE,,POTTERY LANE - O/S 47/49   - ST798- (AR9),21700971,524313.26,180404.26,LC05,POT,COS,60,1,1
L0724007,POTTERY LANE,,POTTERY LANE - O/S 32   - ST798- (AR9),21700971,524332.93,180398.73,LC05,POT,COS,60,1,1
L0724008,POTTERY LANE,,POTTERY LANE - O/S 33/35   - ST798- (AR9),21700971,524336.42,180378.85,LC05,POT,COS,60,1,1
L0724009,POTTERY LANE,,POTTERY LANE - O/S 25/27 (OPP 20)   - ST798- (AR9),21700971,524346.66,180360.4,LC05,POT,COS,60,1,1
L0724010,POTTERY LANE,,POTTERY LANE - OPP 10/12   - ST798- (AR9),21700971,524357.5,180340.9,LC05,POT,COS,60,1,1
L0724011,POTTERY LANE,,POTTERY LANE - O/S 15   - ST798- (AR9),21700971,524367.57,180325.15,LC05,POT,COS,60,1,1
L0724012,POTTERY LANE,,POTTERY LANE - O/S 5/7   - ST798- (AR9),21700971,524385.6,180305.89,LC05,POT,COS,60,1,1
L0724013,POTTERY LANE,,POTTERY LANE - O/S PH   - ST798- (AR9),21700971,524402.2,180289.7,LC05,POT,COS,60,1,1
L0638001,POWIS GARDENS,,POWIS GARDENS - SIDE OF 247 WESTBOURNE PARK ROAD   - ST799- (AR8),21700972,524797.1,181353.3,LC05,POT,COS,60,1,1
L0638002,POWIS GARDENS,,POWIS GARDENS - OPP 10/11   - ST799- (AR8),21700972,524793.9,181337.4,LC05,POT,COS,60,1,1
L0638003,POWIS GARDENS,,POWIS GARDENS - O/S 6/7   - ST799- (AR8),21700972,524813.2,181316.6,LC05,POT,COS,60,1,1
L0638004,POWIS GARDENS,,POWIS GARDENS - OPP 2   - ST799- (AR8),21700972,524814.6,181290.3,LC05,POT,COS,60,1,1
L0638005,POWIS GARDENS,,POWIS GARDENS - OPPOSITE 1-18 POWIS COURT   - ST799- (AR8),21700972,524824.7,181268.2,LF05,POT,COS,60,1,1
S0638001,POWIS GARDENS,,POWIS GARDENS - FLK 247 WESTBOURNE PARK RO,21700972,524794.8,181361.3,ISNA,SL,PL-S,7,1,2
S0638002,POWIS GARDENS,,POWIS GARDENS - FLK 255 WESTBOURNE PARK RO,21700972,524785.2,181356.4,ISNA,SL,PL-S,7,1,2
S0638003,POWIS GARDENS,,POWIS GARDENS - FLK 29-30 POWIS COURT   - ST799- (AR8),21700972,524839.55,181263.9,ISNA,SL,PL-S,7,1,2
S0638004,POWIS GARDENS,,POWIS GARDENS - FLK CHURCH   - ST799- (AR8),21700972,524824.4,181268.28,ISNA,SL,PL-S,7,1,2
L0639001,POWIS MEWS,,POWIS MEWS - SIDE OF 217 WESTBOURNE PARK R,21700973,524903.89,181398.27,WBNA,14,CDOT,70,1,1
L0639002,POWIS MEWS,,POWIS MEWS - OPP 20   - ST800- (AR8),21700973,524922.8,181382.8,LC04,14,CDOT,70,1,1
L0639003,POWIS MEWS,,POWIS MEWS - OPP 14   - ST800- (AR8),21700973,524933.62,181366.66,LC04,14,CDOT,70,1,1
L0639004,POWIS MEWS,,POWIS MEWS - OPP PROJECT FRAMING LTD   - ST800- (AR8),21700973,524941.5,181347.9,LC04,14,CDOT,70,1,1
L0639005,POWIS MEWS,,POWIS MEWS - OPP 1   - ST800- (AR8),21700973,524946.78,181319.67,WBNA,14,CDOT,70,1,1
L0639006,POWIS MEWS,,POWIS MEWS - FLK 114 TALBOT ROAD   - ST800- (AR8),21700973,524952.42,181306,LC04,14,CDOT,70,1,1
S0639001,POWIS MEWS,,POWIS MEWS - FLK 217 WESTBOURNE PARK ROAD,21700973,524907.4,181407.9,ISNA,SL,PL-S,7,1,2
S0639002,POWIS MEWS,,POWIS MEWS - FLK 215 WESTBOURNE PARK ROAD,21700973,524898.2,181406,ISNA,SL,PL-S,7,1,2
S0639004,POWIS MEWS,,POWIS MEWS - O/S 114 TALBOT ROAD   - ST800- (AR8),21700973,524953.3,181303.7,ISNA,SL,PL-S,7,1,2
L0640001,POWIS SQUARE,,POWIS SQUARE - SIDE OF 111 TALBOT ROAD   - ST801- (AR8),21700974,524933.1,181273.1,LC05,POT,COS,60,1,1
L0640002,POWIS SQUARE,,POWIS SQUARE - O/S 11   - ST801- (AR8),21700974,524924.9,181261.5,LC05,POT,COS,60,1,1
L0640003,POWIS SQUARE,,POWIS SQUARE - O/S 7   - ST801- (AR8),21700974,524935,181232.7,LC05,POT,COS,60,1,1
L0640004,POWIS SQUARE,,POWIS SQUARE - SIDE OF 42 COLVILLE TERRACE   - ST801- (AR8),21700974,524955.6,181213.1,LC05,POT,COS,60,1,1
L0640005,POWIS SQUARE,,POWIS SQUARE - O/S 1   - ST801- (AR8),21700974,524947.4,181194.7,LC05,POT,COS,60,1,1
L0640006,POWIS SQUARE,,POWIS SQUARE - O/S 15   - ST801- (AR8),21700974,524889.5,181178.8,LC05,POT,COS,60,1,1
L0640007,POWIS SQUARE,,POWIS SQUARE - O/S 18   - ST801- (AR8),21700974,524883.5,181195.3,LC05,POT,COS,60,1,1
L0640008,POWIS SQUARE,,POWIS SQUARE - O/S 21/22   - ST801- (AR8),21700974,524878,181213.7,LC05,POT,COS,60,1,1
L0640009,POWIS SQUARE,,POWIS SQUARE - O/S 24/25   - ST801- (AR8),21700974,524871.6,181233.9,LC05,POT,COS,60,1,1
L0640010,POWIS SQUARE,,POWIS SQUARE - O/S 25   - ST801- (AR8),21700974,524865.1,181252.9,LC05,POT,COS,60,1,1
L0641001,POWIS TERRACE,,POWIS TERRACE - SIDE OF 221 WESTBOURNE PARK ROAD   - ST802- (AR8),21700976,524884.4,181391.3,LC05,POT,COS,60,1,1
L0641002,POWIS TERRACE,,POWIS TERRACE - O/S 22/24   - ST802- (AR8),21700976,524882.1,181373,LC05,POT,COS,60,1,1
L0641003,POWIS TERRACE,,POWIS TERRACE - O/S 19   - ST802- (AR8),21700976,524897.3,181362.5,LC05,POT,COS,60,1,1
L0641004,POWIS TERRACE,,POWIS TERRACE - O/S 68-74 HEDGEGATE COURT   - ST802- (AR8),21700976,524896.4,181342.9,LC05,POT,COS,60,1,1
L0641005,POWIS TERRACE,,POWIS TERRACE - O/S 20   - ST802- (AR8),21700976,524915.2,181325.8,LC05,POT,COS,60,1,1
L0641006,POWIS TERRACE,,POWIS TERRACE - OPP 2-8   - ST802- (AR8),21700976,524911.1,181309.9,LC05,POT,COS,60,1,1
L0641007,POWIS TERRACE,,POWIS TERRACE - SIDE OF 41 TALBOT ROAD   - ST802- (AR8),21700976,524917.5,181297,LC05,POT,COS,60,1,1
S0641001,POWIS TERRACE,,POWIS TERRACE - FLK 221 WESTBOURNE PARK ROAD   - ST802- (AR8),21700976,524883,181396.9,ISNA,SL,PL-S,7,1,2
S0641002,POWIS TERRACE,,POWIS TERRACE - FLK 223 WESTBOURNE PARK RO,21700976,524872.5,181392.6,ISNA,SL,PL-S,7,1,2
S0641004,POWIS TERRACE,,POWIS TERRACE - FLK 41 TALBOT ROAD ON COL L007   - ST802- (AR8),21700976,524917.5,181297,ISNA,SL,PL-S,7,1,2
B1812001,PRINCE CONSORT ROAD,,PRINCE CONSORT ROAD - EAST C/I JCT EXHIBITION ROAD - ST371,8401491,526793.64,179479.82,HBNA,BOL,LED,15,1,1
B1812002,PRINCE CONSORT ROAD,,PRINCE CONSORT ROAD - EAST C/I JCT EXHIBITION ROAD - St371,8401491,526788.56,179479.39,HBNA,BOL,LED,15,1,1
L1541001,PRINCE OF WALES TERRACE,,PRINCE OF WALES TERRACE O/SIDE 2,21700430,525995.17,179670.97,LC04,KP,COS,60,1,1
L1541002,PRINCE OF WALES TERRACE,,PRINCE OF WALES TERRACE O/SIDE 5,21700430,525984.3,179658.48,LC04,KP,COS,60,1,1
L1541003,PRINCE OF WALES TERRACE,,PRINCE OF WALES TERRACE O/SIDE 8/10,21700430,525993.18,179641.3,LC04,KP,COS,60,1,1
L1541004,PRINCE OF WALES TERRACE,,PRINCE OF WALES TERRACE O/SIDE 13,21700430,525981.4,179629.12,LC04,KP,COS,60,1,1
L1541005,PRINCE OF WALES TERRACE,,PRINCE OF WALES TERRACE O/SIDE 15,21700430,526010.24,179603.75,LC04,KP,COS,60,1,1
L1541006,PRINCE OF WALES TERRACE,,PRINCE OF WALES TERRACE OPP 16,21700430,526001.31,179614.75,LC04,KP,COS,60,1,1
L1541007,PRINCE OF WALES TERRACE,,PRINCE OF WALES TERRACE O/SIDE 18/19,21700430,525984.05,179607.72,LC04,KP,COS,60,1,1
L1541008,PRINCE OF WALES TERRACE,,PRINCE OF WALES TERRACE OPP 20,21700430,525972.39,179619.22,LC04,KP,COS,60,1,1
L1541009,PRINCE OF WALES TERRACE,,PRINCE OF WALES TERRACE O/SIDE 21/22,21700430,525964.02,179611.06,LC04,KP,COS,60,1,1
L0725001,PRINCEDALE ROAD,,PRINCEDALE ROAD - O/S SCHOOL   - ST804- (A,21700977,524221.1,180496.5,LC05,POT,COS,60,1,1
L0725002,PRINCEDALE ROAD,,PRINCEDALE ROAD - O/S 102   - ST804- (AR9),21700977,524245.06,180474.71,LC05,POT,COS,60,1,1
