OWNER,AREA,FULLSTREET,UNITTYPE,UNITNO,HEIGHT,EASTING,NORTHING
NCC,TAV,BROADGATE,L,12,6,615807,314939
NCC,TAV,BROADGATE,L,13,6,615807,314939
NCC,TAV,BROADGATE,L,10,6,615807,314939
NCC,TAV,BROADGATE,L,11,6,615807,314939
NCC,THE,ARLINGTON WAY,L,1,6,587759,282521
NCC,FAK,SANDY LANE,S,S0061,3,591355,330322
NCC,FAK,SCULTHORPE ROAD,S,S0062,3,591435,330172
NCC,FAK,HAYES LANE,S,S0064,3,591481,330022
NCC,FAK,SANDY LANE,U,S0073,3,591355,330322
NCC,FAK,SANDY LANE,U,S0074,3,591355,330322
NCC,KIN,NORFOLK STREET,L,L2107,8,561984,320260
NCC,NOW,MORELLO CLOSE,L,3,6,620149,308107
NCC,NOW,MORELLO CLOSE,L,4,6,620149,308107
NCC,NOW,MORELLO CLOSE,L,5,6,620149,308107
NCC,NOW,MORELLO CLOSE,L,6,5,620149,308107
NCC,NOW,MORELLO CLOSE,L,7,6,620149,308107
NCC,NOW,MORELLO CLOSE,L,8,6,620149,308107
NCC,NOW,MORELLO CLOSE,L,9,5,620149,308107
NCC,NOW,MORELLO CLOSE,L,10,5,620149,308107
NCC,NOW,MORELLO CLOSE,L,11,5,620149,308107
NCC,NOW,LOVELACE ROAD,L,2,6,620152,307778
NCC,NOW,LOVELACE ROAD,L,3,6,620152,307778
NCC,NOW,LOVELACE ROAD,L,4,6,620152,307778
NCC,NOW,LOVELACE ROAD,L,5,6,620152,307778
NCC,NOW,LOVELACE ROAD,L,6,6,620152,307778
NCC,NOW,LOVELACE ROAD,L,7,6,620152,307778
NCC,NOW,LOVELACE ROAD,L,8,6,620152,307778
NCC,NOW,LOVELACE ROAD,L,9,6,620152,307778
NCC,THE,BUSCALL DRIVE,L,2,6,593335,300779
NCC,THE,BUSCALL DRIVE,L,3,6,593335,300779
NCC,THE,BUSCALL DRIVE,L,4,6,593335,300779
NCC,THE,BUSCALL DRIVE,L,5,6,593335,300779
NCC,THE,BUSCALL DRIVE,L,7,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,8,5,593335,300779
NCC,FAK,FIELD LANE,S,S0049,3,591736,330466
NCC,KIN,WATER LANE,S,S0059,3,561611,320339
NCC,FAK,FIELD LANE,S,S0051,3,591736,330466
NCC,FAK,FIELD LANE,S,S0052,3,591736,330466
NCC,FAK,FIELD LANE,S,S0053,3,591736,330466
NCC,FAK,HIGHFIELD ROAD,S,S0045,3,591968,330159
NCC,SPR,FOOTPATH FROM MARLBOROUGH COURT TO WROXHAM ROAD,L,5,6,624977,311976
NCC,FAK,HOLT ROAD,S,S0019,3,593270,330386
NCC,FAK,HOLT ROAD,S,S0022,3,593270,330386
NCC,THE,BUSCALL DRIVE,L,9,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,10,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,11,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,12,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,13,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,14,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,15,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,16,5,593335,300779
NCC,FAK,HOLT ROAD,S,S0028,3,593270,330386
NCC,KIN,WYATT STREET,S,S0124,3,562363,320271
NCC,THE,ARLINGTON WAY,L,2,6,587759,282521
NCC,THE,ARLINGTON WAY,L,3,6,587759,282521
NCC,THE,ARLINGTON WAY,L,4,6,587759,282521
NCC,THE,ARLINGTON WAY,L,5,6,587759,282521
NCC,THE,ARLINGTON WAY,L,6,6,587759,282521
NCC,THE,ARLINGTON WAY,L,7,6,587759,282521
NCC,THE,ARLINGTON WAY,L,8,6,587759,282521
NCC,THE,ARLINGTON WAY,L,9,6,587759,282521
NCC,THE,ARLINGTON WAY,L,10,6,587759,282521
NCC,YAN,BARNARD AVENUE,S,S0038,3,652775,309336
NCC,THE,ARLINGTON WAY,L,12,6,587759,282521
NCC,THE,ARLINGTON WAY,L,24,6,587759,282521
NCC,THE,ARLINGTON WAY,L,13,6,587759,282521
NCC,THE,ARLINGTON WAY,L,14,6,587759,282521
NCC,THE,ARLINGTON WAY,L,15,6,587759,282521
NCC,THE,ARLINGTON WAY,L,16,6,587759,282521
NCC,THE,ARLINGTON WAY,L,17,6,587759,282521
NCC,THE,ARLINGTON WAY,L,19,6,587759,282521
NCC,FAK,NORWICH STREET,S,S0041,3,592051,329650
NCC,FAK,NORWICH STREET,S,S0075,3,592051,329650
NCC,FAK,NORWICH STREET,S,S0077,3,592051,329650
NCC,FAK,MARKET PLACE,S,S0078,3,591931,329634
NCC,WYM,FRIARSCROFT LANE,S,S0097,3,611005,301297
NCC,THE,BUSCALL DRIVE,L,17,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,19,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,20,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,21,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,22,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,23,5,593335,300779
NCC,NOW,WENDENE,L,22,8,617916,309478
NCC,HOT,WOODFIELD ROAD,L,6,8,,
NCC,HOT,WOODFIELD ROAD,L,7,8,,
NCC,HOT,WOODFIELD ROAD,L,8,8,,
NCC,HOT,WOODFIELD ROAD,L,9,8,,
NCC,HOT,WOODFIELD ROAD,L,10,8,,
NCC,HOT,WOODFIELD ROAD,L,11,8,,
NCC,HOT,WOODFIELD ROAD,L,12,8,,
NCC,HOT,WOODFIELD ROAD,L,13,8,,
NCC,FAK,MARKET PLACE,S,S0081,3,591931,329634
NCC,HOT,BLACKTHORN AVENUE,L,1,6,608104,339351
NCC,HOT,BLACKTHORN AVENUE,L,2,6,608104,339351
NCC,HOT,BLACKTHORN AVENUE,L,3,6,608104,339351
NCC,HOT,BLACKTHORN AVENUE,L,4,6,608104,339351
NCC,HOT,LARCH CRESCENT,L,1,6,,
NCC,HOT,LARCH CRESCENT,L,2,6,,
NCC,HOT,LARCH CRESCENT,L,3,6,,
NCC,ACL,MARKET MANOR,L,6,5,640230,310254
NCC,FAK,MARKET PLACE,S,S0082,4,591931,329634
NCC,FAK,MARKET PLACE,S,S0083,3,591931,329634
NCC,BRD,EL ALAMEIN WAY,L,20,5,650513,305050
NCC,FAK,MARKET PLACE,S,S0084,3,591931,329634
NCC,FAK,OLD POST OFFICE STREET,S,S0087,3,591870,329648
NCC,FAK,OLD POST OFFICE STREET,S,S0088,0,591870,329648
NCC,FAK,OLD POST OFFICE STREET,S,S0092,0,591870,329648
NCC,FAK,OAK STREET,S,S0093,3,591835,329758
NCC,WER,LYNN ROAD,S,S0018,0,567814,301937
NCC,FAK,OAK STREET,S,S0094,3,591835,329758
NCC,FAK,MARKET PLACE,S,S0095,3,591931,329634
NCC,WER,LYNN ROAD,U,S0019,3,567814,301937
NCC,FAK,MARKET PLACE,S,S0096,3,591931,329634
NCC,FAK,OAK STREET,S,S0090,3,591835,329758
NCC,WER,WEREHAM BYPASS,S,S0020,3,567252,301466
NCC,TSA,ASSOCIATION WAY,L,6,5,627604,309988
NCC,TSA,FAIRFAX DRIVE,L,1,6,627657,310016
NCC,TSA,FAIRFAX DRIVE,L,3,6,627657,310016
NCC,TSA,NEWCASTLE CLOSE,L,1,5,627712,309932
NCC,TSA,NEWCASTLE CLOSE,L,6,5,627712,309932
NCC,TSA,NEWCASTLE CLOSE,L,7,5,627712,309932
NCC,TSA,MONTROSE COURT,L,1,6,627526,309919
NCC,TSA,MONTROSE COURT,L,2,6,627526,309919
NCC,TSA,MONTROSE COURT,L,3,6,627526,309919
NCC,TSA,MONTROSE COURT,L,5,6,627526,309919
NCC,BRU,LINKS AVENUE,L,2,6,632465,308579
NCC,FAK,WHITEHORSE STREET,Z,Z0006,3,592119,329517
NCC,YAN,NORTH DENES ROAD,L,24,10,652840,308750
NCC,YAS,ELM AVENUE,L,3,5,652288,303658
NCC,YAN,BARNARD AVENUE,L,3,8,652775,309336
NCC,YAN,SWANSTONS ROAD,L,15,8,652859,305889
NCC,YAS,VICTORIA ROAD,L,17,6,652707,303094
NCC,YAN,CHAUCER ROAD,L,3,6,652939,309683
NCC,BRD,EL ALAMEIN WAY,L,21,5,650513,305050
NCC,YAS,EAST ANGLIAN WAY,L,6,6,652399,304768
NCC,FAK,CATTLE MARKET STREET,S,S0003,3,592059,329506
NCC,YAN,KEYES AVENUE,U,S0949,0,652524,309484
NCC,YAN,RIVER WALK,L,8,6,652303,309635
NCC,YAN,SOUTH DENES ROAD,L,65,10,652961,304748
NCC,YAN,SOUTH DENES ROAD,L,50,10,652961,304748
NCC,YAN,NELSON ROAD NORTH,L,8,10,652845,308033
NCC,YAN,CHAUCER ROAD,L,5,6,652939,309683
NCC,YAS,NORTH ROAD,L,1,6,652790,303710
NCC,TAV,SEAFORTH DRIVE,L,2,6,617105,313814
NCC,NOW,LOVELACE ROAD,L,10,6,620152,307778
NCC,NOW,LOVELACE ROAD,L,11,6,620152,307778
NCC,NOW,LOVELACE ROAD,L,12,6,620152,307778
NCC,NOW,LOVELACE ROAD,L,13,6,620152,307778
NCC,NOW,LOVELACE ROAD,L,14,6,620152,307778
NCC,NOW,RUSKIN ROAD,L,2,6,620083,307638
NCC,NOW,RUSKIN ROAD,L,1,6,620083,307638
NCC,NOW,WYCLIFFE ROAD,L,1,6,620010,307600
NCC,NOW,WYCLIFFE ROAD,L,2,6,620010,307600
NCC,FAK,NORWICH ROAD,S,S0032,3,593104,329787
NCC,NOW,WYCLIFFE ROAD,L,3,6,620010,307600
NCC,NOW,WYCLIFFE ROAD,L,4,6,620010,307600
NCC,NOW,WYCLIFFE ROAD,L,5,6,620010,307600
NCC,NOW,WYCLIFFE ROAD,L,6,6,620010,307600
NCC,NOW,WYCLIFFE ROAD,L,7,6,620010,307600
NCC,NOW,WYCLIFFE ROAD,L,8,6,620010,307600
NCC,NOW,WYCLIFFE ROAD,L,9,6,620010,307600
NCC,NOW,WYCLIFFE ROAD,L,10,6,620010,307600
NCC,NOW,WYCLIFFE ROAD,L,11,6,620010,307600
NCC,FAK,SMITHS LANE,S,S0020,0,593438,330041
NCC,FAK,SMITHS LANE,S,S0021,0,593438,330041
NCC,DEE,NORWICH STREET,S,S0138,3,599136,313240
NCC,YAS,SUFFOLK ROAD,S,S0680,3,652239,305518
NCC,BRI,WEST END,S,S0001,3,606577,333053
NCC,DEE,NORWICH STREET,S,S0139,0,599136,313240
NCC,WLN,NORTH WALSHAM BY-PASS,S,S0094,0,628329,329413
NCC,WLN,NORTH WALSHAM BY-PASS,B,B0023,0,628329,329413
NCC,YAS,CLIFF HILL,S,S1053,3,652907,303657
NCC,YAS,LOWER CLIFF ROAD,S,S1054,0,652690,303763
NCC,STA,YARMOUTH ROAD A149,R,S0046,3,637427,324720
NCC,RUD,STATION ROAD,S,S0015,3,556970,318787
NCC,WLN,NORTH WALSHAM BY-PASS,B,B0029,0,628329,329413
NCC,RUD,EYE LANE,S,S0017,3,583241,328417
NCC,THU,NORWICH ROAD,S,S0009,3,633725,300272
NCC,THU,NORWICH ROAD,S,S0009,3,633725,300272
NCC,BUN,FRONT STREET,S,S0009,3,583443,342191
NCC,WLN,NORTH WALSHAM BY-PASS,B,B0032,0,628329,329413
NCC,KIN,LADY JANE GREY ROAD,S,S0017,3,562879,321427
NCC,THU,NORWICH ROAD,S,S0011,3,633725,300272
NCC,WLN,NORTH WALSHAM BY-PASS,B,B0033,0,628329,329413
NCC,KIN,LADY JANE GREY ROAD,S,S0020,3,562879,321427
NCC,THU,NORWICH ROAD,S,S0012,3,633725,300272
NCC,KIN,LE STRANGE AVENUE,S,S0305,3,562845,321369
NCC,THU,NORWICH ROAD,S,S0013,0,633725,300272
NCC,WLN,NORWICH ROAD,S,S0098,3,627882,329128
NCC,WLN,NORWICH ROAD,S,S0098,3,627882,329128
NCC,WLN,NORWICH ROAD,S,S0099,3,627882,329128
NCC,WLN,NORWICH ROAD,S,S0099,3,627882,329128
NCC,THU,NORWICH ROAD,S,S0014,3,633725,300272
NCC,WLN,STATION ROAD,S,S0101,3,627949,329843
NCC,THU,NORWICH ROAD,S,S0015,0,633725,300272
NCC,WLN,NORWICH ROAD,S,S0102,0,627882,329128
NCC,WLN,NORWICH ROAD,S,S0102,0,627882,329128
NCC,WLN,NORWICH ROAD,S,S0104,0,627882,329128
NCC,WLN,NORWICH ROAD,S,S0104,0,627882,329128
NCC,THU,NORWICH ROAD,S,S0016,0,633725,300272
NCC,WLN,MORRIS ROAD,B,B0105,0,627702,329747
NCC,WLN,B1145,S,S0106,3,,
NCC,THU,NORWICH ROAD,S,S0017,3,633725,300272
NCC,REP,TOWER ROAD,S,S0007,3,642492,317977
NCC,REP,HIGH ROAD,S,S0008,3.5,642703,317427
NCC,YAS,HAWTHORN ROAD,L,13,6,651509,304512
NCC,REP,GROVE ROAD,S,S0009,3.5,642611,317595
NCC,REP,CHURCH ROAD,S,S0010,3.5,643072,316639
NCC,SOR,LONG LANE,S,S0002,3,625367,336074
NCC,SOR,SANDY LANE,S,S0003,3,,
NCC,COS,THREE MILE LANE,L,14,5,617849,310218
NCC,KIN,LE STRANGE AVENUE,S,S0026,3,562845,321369
NCC,SOR,CHURCH STREET,S,S0004,3,625654,336676
NCC,COS,THREE MILE LANE,L,15,5,617849,310218
NCC,COS,THREE MILE LANE,L,16,5,617849,310218
NCC,NOE,WHERRY ROAD,L,5,8,623830,307935
NCC,NOE,WHERRY ROAD,L,6,8,623830,307935
NCC,NOE,WHERRY ROAD,L,8,6,623830,307935
NCC,NOE,WHERRY ROAD,L,9,6,623830,307935
NCC,NOE,WHERRY ROAD,L,10,6,623830,307935
NCC,NOE,WHERRY ROAD,L,13,6,623830,307935
NCC,NOE,WHERRY ROAD,L,15,6,623830,307935
NCC,KIN,LE STRANGE AVENUE,U,S0028,3,562845,321369
NCC,COS,LONGDELL HILLS,L,24,5,617073,310588
NCC,COS,LONGDELL HILLS,L,23,5,617073,310588
NCC,CAS,RISING LODGE RAB,B,B0006,0,566777,322982
NCC,CAS,RISING LODGE RAB,B,B0007,0,566777,322982
NCC,COS,LONGDELL HILLS,L,21,5,617073,310588
NCC,CAS,RISING LODGE RAB,B,B0008,0,566777,322982
NCC,COS,LONGDELL HILLS,L,20,5,617073,310588
NCC,NOE,WHERRY ROAD,L,16,6,623830,307935
NCC,NOE,WHERRY ROAD,L,17,6,623830,307935
NCC,NOC,KING STREET,L,L0027,8,623651,307965
NCC,NOC,KING STREET,L,L0028,4,623651,307965
NCC,NOC,KING STREET,S,S0361,3,623651,307965
NCC,NOC,KING STREET,S,S0361,3,623651,307965
NCC,MUE,GIMINGHAM ROAD,S,S0004,3,630352,336958
NCC,MUE,GIMINGHAM ROAD,S,S0005,3,630352,336958
NCC,COS,LONGDELL HILLS,L,19,5,617073,310588
NCC,MUE,STATION ROAD,S,S0006,3,631080,336559
NCC,MUE,HIGH STREET,S,S0007,3,631141,336385
NCC,TSA,NEWARK CLOSE,L,10,5,627871,309430
NCC,MUE,HIGH STREET,S,S0009,3,631141,336385
NCC,MUE,HIGH STREET,S,S0010,3.5,631141,336385
NCC,MUE,HIGH STREET,S,S0012,3,631141,336385
NCC,FAK,SMITHS LANE,S,S0012,0,593438,330041
NCC,FAK,SMITHS LANE,S,S0013,3,593438,330041
NCC,FAK,SMITHS LANE ROUNDABOUT,B,B0100,0,593444,330310
NCC,FAK,SMITHS LANE ROUNDABOUT,B,B0102,0,593444,330310
NCC,FAK,SMITHS LANE ROUNDABOUT,B,B0103,0,593444,330310
NCC,FAK,SMITHS LANE ROUNDABOUT,S,S0104,3,593444,330310
NCC,FAK,ENTERPRISE WAY,S,S0120,3,,
NCC,FAK,HOLT ROAD,B,B0109,0,593270,330386
NCC,NON,BURNET ROAD,L,14,8,620910,310331
NCC,NON,BURNET ROAD,L,15,8,620910,310331
NCC,NON,BURNET ROAD,L,16,8,620910,310331
NCC,FAK,HOLT ROAD,B,B0110,0,593270,330386
NCC,POR,PIGOT LANE,S,S0024,3,626673,303087
NCC,FAK,HOLT ROAD,S,S0111,3,593270,330386
NCC,THE,BUSCALL DRIVE,L,24,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,25,5,593335,300779
NCC,NOW,WENDENE,L,23,8,617916,309478
NCC,THE,BUSCALL DRIVE,L,26,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,27,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,28,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,29,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,30,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,31,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,32,5,593335,300779
NCC,FAK,HOLT ROAD,S,S0015,3,593270,330386
NCC,FAK,HOLT ROAD,S,S0016,3,593270,330386
NCC,FAK,HOLT ROAD,S,S0017,3,593270,330386
NCC,NOW,MAYFLY WAY,L,L5080,5,616976,309639
NCC,YAS,BECCLES ROAD,L,11,10,652025,304938
NCC,WAR,WIGHTON ROAD,S,S0001,3,594786,341335
NCC,FAK,GWYN CRESCENT,L,13,6,593594,330029
NCC,MUE,WATER LANE,S,S0020,3,631311,335985
NCC,MUE,WATER LANE,S,S0021,3,631311,335985
NCC,FAK,GWYN CRESCENT,L,14,6,593594,330029
NCC,HOT,HOLT BYPASS,S,S0019,3,608697,338773
NCC,FAK,GWYN CRESCENT,L,17,6,593594,330029
NCC,HOT,NORWICH ROAD ROUNDABOUT,B,B0020,0,,
NCC,HOT,NORWICH ROAD ROUNDABOUT,B,B0021,0,,
NCC,FAK,GWYN CRESCENT,L,15,6,593594,330029
NCC,HOT,NORWICH ROAD ROUNDABOUT,B,B0022,0,,
NCC,FAK,GWYN CRESCENT,L,16,6,593594,330029
NCC,HOT,NORWICH ROAD ROUNDABOUT,B,B0023,0,,
NCC,HOT,NORWICH ROAD ROUNDABOUT,S,S0024,3,,
NCC,HOT,NORWICH ROAD ROUNDABOUT,S,S0026,3,,
NCC,WAT,BLENHEIM WAY,L,1,6,592680,300824
NCC,HOT,STATION ROAD,B,B0037,0,608048,338632
NCC,WAT,BLENHEIM WAY,L,2,6,592680,300824
NCC,HOT,CORONATION ROAD,S,S0038,3,608178,338392
NCC,WAT,BLENHEIM WAY,L,3,6,592680,300824
NCC,SHE,BEESTON ROAD,S,S0001,0,616148,343141
NCC,SHE,BEESTON ROAD,S,S0002,0,616148,343141
NCC,WAT,BLENHEIM WAY,L,4,6,592680,300824
NCC,NOW,WENDENE,L,24,8,617916,309478
NCC,NOC,MARKET AVENUE,S,S0406,3,623274,308528
NCC,NOC,FARMERS AVENUE,S,S0407,3,623174,308359
NCC,NOW,WENDENE,L,25,8,617916,309478
NCC,NOW,WENDENE,L,26,8,617916,309478
NCC,NOW,WENDENE,L,27,8,617916,309478
NCC,NOW,WENDENE,L,28,8,617916,309478
NCC,NOW,WENDENE,L,29,8,617916,309478
NCC,NOW,WENDENE,L,30,8,617916,309478
NCC,NOW,WENDENE,L,31,8,617916,309478
NCC,NOW,WENDENE,L,32,8,617916,309478
NCC,NOW,WENDENE,L,33,8,617916,309478
NCC,NOW,WENDENE,L,34,8,617916,309478
NCC,NOW,WENDENE,L,35,8,617916,309478
NCC,NOC,CASTLE MEADOW,S,S0416,0,623104,308510
NCC,HEP,HORNS ROW,S,S0005,3,591228,329187
NCC,WAT,BLENHEIM WAY,L,5,6,592680,300824
NCC,WAT,BLENHEIM WAY,L,6,6,592680,300824
NCC,WAT,BLENHEIM WAY,L,7,6,592680,300824
NCC,WAT,BLENHEIM WAY,L,8,6,592680,300824
NCC,TRO,THE STREET,U,S0124,3,624696,306791
NCC,HEH,POLLYWIGGLE LANE,S,S0001,3,588618,323822
NCC,WAT,BLENHEIM WAY,L,9,6,592680,300824
NCC,HEH,THE COMMON,S,S0002,3,586763,327057
NCC,MUE,HIGH STREET,S,S0013,3,631141,336385
NCC,WAT,BLENHEIM WAY,L,10,6,592680,300824
NCC,MUE,BACK STREET,S,S0014,3,631116,336471
NCC,MUE,BACK STREET,S,S0015,3,631116,336471
NCC,WAT,BLENHEIM WAY,L,11,6,592680,300824
NCC,MUE,BACK STREET,S,S0017,3,631116,336471
NCC,MUE,MARINA ROAD,S,S0018,3,631444,336574
NCC,MUE,MARINA ROAD,S,S0018,3,631444,336574
NCC,WAT,BLENHEIM WAY,L,12,6,592680,300824
NCC,MUE,MARINA ROAD,S,S0019,0,631444,336574
NCC,MUE,MARINA ROAD,S,S0019,0,631444,336574
NCC,WLN,B1145,S,S0110,0,,
NCC,WAT,BLENHEIM WAY,L,13,6,592680,300824
NCC,WLN,B1145,B,B0107,0,,
NCC,WLN,B1145,B,B0108,0,,
NCC,WAT,BLENHEIM WAY,L,14,6,592680,300824
NCC,WLN,CROMER ROAD,B,B0009,0,626981,330796
NCC,WAT,BLENHEIM WAY,L,16,6,592680,300824
NCC,NOW,HEARNE COURT,L,2,6,,
NCC,NOW,THE RUNNEL,L,6,6,617934,308512
NCC,TSA,MARSTON MOOR,L,2,5,627652,309801
NCC,RAC,SALHOUSE ROAD,L,6,8,628305,312363
NCC,RAC,GREEN LANE EAST,L,11,8,628624,312282
NCC,RAC,SALHOUSE ROAD,L,3,8,628305,312363
NCC,RAC,SALHOUSE ROAD,L,2,8,628305,312363
NCC,RAC,GREEN LANE EAST,L,12,8,628624,312282
NCC,THE,BUSCALL DRIVE,L,33,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,34,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,35,5,593335,300779
NCC,THE,BUSCALL DRIVE,L,36,5,593335,300779
NCC,THE,BURLINGTON CLOSE,L,1,5,58454,282946
NCC,THE,BURLINGTON CLOSE,L,2,5,58454,282946
NCC,MUE,STATION ROAD,S,S0002,3,631080,336559
NCC,MUE,STATION ROAD,S,S0002,3,631080,336559
NCC,TSA,MARSTON MOOR,L,3,5,627652,309801
NCC,TSA,MARSTON MOOR,L,4,5,627652,309801
NCC,WLN,CROMER ROAD,B,B0020,0,626981,330796
NCC,WLN,CHERRY TREE LANE,S,S0008,3,627688,330321
NCC,TSA,HOPTON CLOSE,L,1,6,627611,309803
NCC,HOV,ST PETERS LANE,S,S0001,3,631230,319552
NCC,YAS,EAST ANGLIAN WAY,L,7,6,652399,304768
NCC,YAS,EAST ANGLIAN WAY,L,8,6,652399,304768
NCC,YAS,EAST ANGLIAN WAY,L,9,6,652399,304768
NCC,YAS,EAST ANGLIAN WAY,L,11,6,652399,304768
NCC,YAS,EAST ANGLIAN WAY,L,12,6,652399,304768
NCC,YAS,EAST ANGLIAN WAY,L,13,6,652399,304768
NCC,YAS,EAST ANGLIAN WAY,L,14,6,652399,304768
NCC,YAS,EAST ANGLIAN WAY,L,15,5,652399,304768
NCC,TSA,HOPTON CLOSE,L,2,6,627611,309803
NCC,HOV,LONG LANE,S,S0002,3,632686,318808
NCC,HOV,LONG LANE,S,S0003,3.5,632686,318808
NCC,TSA,PARLIAMENT COURT,L,4,6,627605,309891
NCC,NOW,WYCLIFFE ROAD,L,12,6,620010,307600
NCC,NOW,WYCLIFFE ROAD,L,13,6,620010,307600
NCC,NOW,BLUEBELL ROAD FOOTPATH BETWEEN 150 AND 152 LEADING TO WYCLIFFE ROAD,L,14,6,619967,307674
NCC,NOW,BLUEBELL ROAD FOOTPATH BETWEEN 150 AND 152 LEADING TO WYCLIFFE ROAD,L,15,6,619967,307674
NCC,NOW,BLUEBELL ROAD FOOTPATH BETWEEN 150 AND 152 LEADING TO WYCLIFFE ROAD,L,16,6,619967,307674
NCC,NOW,WYCLIFFE ROAD,L,17,6,620010,307600
NCC,NOW,WYCLIFFE ROAD,L,18,6,620010,307600
NCC,NOW,IVORY ROAD,L,1,6,620021,307810
NCC,NOW,IVORY ROAD,L,2,6,620021,307810
NCC,TSA,PARLIAMENT COURT,L,2,6,627605,309891
NCC,HOV,TUNSTEAD ROAD,S,S0018,3,630787,319555
NCC,ATT,CONSTABLE CLOSE,L,9,6,603969,294625
NCC,ATT,CONSTABLE CLOSE,L,10,6,603969,294625
NCC,ATT,CONSTABLE CLOSE,L,11,6,603969,294625
NCC,LOD,NORTON ROAD,S,S0094,3,636778,298551
NCC,NOC,WESTWICK STREET,S,S0191,3,622653,308879
NCC,MAH,BURNTHOUSE DROVE,U,S0007,3,572163,309940
NCC,YAS,EAST ANGLIAN WAY,L,17,6,652399,304768
NCC,YAS,EAST ANGLIAN WAY,L,18,6,652399,304768
NCC,YAS,EAST ANGLIAN WAY,L,19,6,652399,304768
NCC,COS,DEREHAM ROAD,S,S0708,3,616033,310589
NCC,NOW,IVORY ROAD,L,3,6,620021,307810
NCC,NOW,IVORY ROAD,L,5,6,620021,307810
NCC,NOW,IVORY ROAD,L,6,6,620021,307810
NCC,NOW,IVORY ROAD,L,7,6,620021,307810
NCC,NOW,IVORY ROAD,L,8,5,620021,307810
NCC,NOW,THE AVENUES,L,54,5,620702,308062
NCC,NOW,WYCLIFFE ROAD,L,19,6,620010,307600
NCC,NOW,WYCLIFFE ROAD,L,20,6,620010,307600
NCC,TSA,MARSTON MOOR,L,5,5,627652,309801
NCC,CRM,CHURCH STREET,S,S0061,3,621977,342160
NCC,TSA,MARSTON MOOR,L,6,5,627652,309801
NCC,TSA,MARSTON MOOR,L,7,5,627652,309801
NCC,TSA,MARSTON MOOR,L,8,5,627652,309801
NCC,TSA,PARLIAMENT COURT,L,3,6,627605,309891
NCC,YAN,SILKMILL ROAD,L,L4724,5,652650,307833
NCC,THE,LONDON ROAD,B,B0057,0,586090,282481
NCC,THE,NEW ENGLAND WAY,L,1,6,585408,282942
NCC,THE,LONDON ROAD,B,B0059,0,586090,282481
NCC,CRM,CAMBRIDGE STREET,U,S0091,3,622029,342024
NCC,CRM,BOND STREET,U,S0068,3,621967,342084
NCC,CON,WATTON ROAD,L,27,8,617731,307785
NCC,CRM,BOND STREET,S,S0004,3,621967,342084
NCC,YAS,SUFFOLK ROAD,S,S0681,3,652239,305518
NCC,CON,WATTON ROAD,L,26,8,617731,307785
NCC,CRM,BOND STREET,S,S0069,0,621967,342084
NCC,CAI,PLYMOUTH CLOSE,L,3,6,651295,312856
NCC,CRM,THE LOKE,S,S0071,3,621907,341976
NCC,CRM,THE LOKE,S,S0072,3,621907,341976
NCC,CAI,PLYMOUTH CLOSE,L,4,6,651295,312856
NCC,CRM,LOUDEN ROAD,S,S0073,3,621817,342107
NCC,CRM,LOUDEN ROAD,S,S0074,3,621817,342107
NCC,DEE,JOHN BATES CLOSE,L,4,6,599246,313380
NCC,CRM,LOUDEN ROAD,S,S0075,3,621817,342107
NCC,CRM,LOUDEN ROAD,S,S0011,0,621817,342107
NCC,THE,BRIDGE STREET,U,S0097,3,586811,283027
NCC,WLN,VICARAGE STREET,S,S0136,3,628295,330341
NCC,WLN,VICARAGE STREET,S,S0137,3,628295,330341
NCC,CON,WATTON ROAD,L,25,8,617731,307785
NCC,CON,WATTON ROAD,L,24,8,617731,307785
NCC,CON,WATTON ROAD,L,23,8,617731,307785
NCC,CON,WATTON ROAD,L,22,8,617731,307785
NCC,CON,WATTON ROAD,L,21,8,617731,307785
NCC,CON,WATTON ROAD,L,20,8,617731,307785
NCC,CON,WATTON ROAD,L,19,8,617731,307785
NCC,CON,WATTON ROAD,L,18,8,617731,307785
NCC,CON,WATTON ROAD,L,17,8,617731,307785
NCC,WLN,VICARAGE STREET,S,S0138,3,628295,330341
NCC,WLN,VICARAGE STREET,S,S0140,3,628295,330341
NCC,WLN,VICARAGE STREET,S,S0036,3,628295,330341
NCC,WLN,VICARAGE STREET,S,S0036,3,628295,330341
