X,Y,OBJECTID,STREETID,NSGID,STREET,UNITID,UNITNO,UNITTYPE,LOCATION,HEIGHT,OWNER
356088.339968971,410712.709977206,1,3009,44103161,Sterndale Avenue,000003,0003,L,O/S 12/14,6,BE
356111.869970089,410742.859978637,2,3009,44103161,Sterndale Avenue,000004,0004,L,O/S 21/23,6,BE
356292.719978679,410741.259978561,3,3009,44103161,Sterndale Avenue,000009,0010,L,O/S 52,6,BE
356233.259975854,410844.969983486,4,2850,44102994,Sheldon Avenue,000013,0005,L,O/S 16,6,BE
356261.199977182,410867.999984581,5,2850,44102994,Sheldon Avenue,000014,0006,L,O/S 33/35,6,BE
356290.249978562,410871.069984727,6,2850,44102994,Sheldon Avenue,000015,0007,L,O/S 24,6,BE
356338.289980844,410892.149985729,7,2850,44102994,Sheldon Avenue,000017,0009,L,O/S 34/36,6,BE
356361.079981926,410911.74998666,8,2850,44102994,Sheldon Avenue,000018,0010,L,O/S 51,6,BE
356395.859983577,410917.449986929,9,2850,44102994,Sheldon Avenue,000019,0011,L,O/S 46,6,BE
356421.349984788,410929.829987518,10,2850,44102994,Sheldon Avenue,000020,0012,L,O/S 50,6,BE
356438.989985626,410938.159987913,11,2850,44102994,Sheldon Avenue,000021,0013,L,O/S 54,5,BE
360806.289993062,409339.790011995,12,3173,44103334,Toddington Lane,000025,0001,L,O/S DERWENT,6,BE
360505.349978768,409597.040024213,13,2650,44102786,Riley Lane,000029,0003,L,JCN MEADOW PIT LANE,10,BE
361308.120016897,408157.879955858,14,1388,44106083,Haigh Road,000034,0001,L,OPP SCOT LANE,10,BE
361297.070016373,408180.189956916,15,1388,44106083,Haigh Road,000035,0002,L,REFER OSP,10,BE
360504.309978719,409027.419997158,16,3584,44103769,Copperas Lane,000074,0004,L,O/S VICARAGE,6,LS
360258.339967036,408923.799992237,17,3584,44103769,Copperas Lane,000075,0005,L,S/O COPPERAS COTTAGES,5,LS
360040.039956667,408880.399990175,18,3584,44103769,Copperas Lane,000076,0006,L,OPP NEW ROAD,5,LS
359262.610019741,409594.180024078,19,2800,44102943,School Lane,000079,0004,L,O/S RED ROCK LODGE,8,LS
360884.439996773,408736.279983331,20,2957,44103105,St Davids Crescent,000082,0001,L,O/S 99 HAIGH RD,8,BE
360860.539995639,408712.999982225,21,2957,44103105,St Davids Crescent,000083,0002,L,O/S 5/11 (FLATS),8,BE
360830.879994229,408696.699981449,22,2957,44103105,St Davids Crescent,000084,0003,L,O/S 10/12,8,BE
360814.089993432,408666.429980012,23,2957,44103105,St Davids Crescent,000085,0004,L,OPP 18,8,BE
360786.0299921,408652.459979348,24,2957,44103105,St Davids Crescent,000086,0005,L,O/S 24,8,BE
360728.759989379,408475.129970927,25,2957,44103105,St Davids Crescent,000087,H1097,L,O/S 73/75,6,HS
360762.709990992,408629.419978254,26,2957,44103105,St Davids Crescent,000088,0006,L,O/S 39/41,8,BE
360742.859990049,408605.889977137,27,2957,44103105,St Davids Crescent,000089,0007,L,O/S 40,8,BE
360725.949989246,408577.819975803,28,2957,44103105,St Davids Crescent,000090,0008,L,O/S 46/48,8,BE
360711.979988582,408550.129974488,29,2957,44103105,St Davids Crescent,000091,0009,L,O/S 54,8,BE
360702.049988111,408518.629972992,30,2957,44103105,St Davids Crescent,000092,0010,L,O/S 58/64 (FLATS),8,BE
360696.659987855,408490.449971654,31,2957,44103105,St Davids Crescent,000093,0011,L,O/S 66/72 (FLATS),8,BE
360695.309987791,408463.239970362,32,2957,44103105,St Davids Crescent,000094,0012,L,O/S 74/80,8,BE
360696.419987843,408430.399968801,33,2957,44103105,St Davids Crescent,000096,0013,L,O/S 84/86,8,BE
360701.439988081,408401.599967433,34,2957,44103105,St Davids Crescent,000097,0014,L,O/S 90/92,8,BE
360710.139988495,408373.039966077,35,2957,44103105,St Davids Crescent,000098,0015,L,O/S 96/98,8,BE
360737.469989793,408393.349967042,36,2957,44103105,St Davids Crescent,000099,H0225,L,O/S 93/95,5,HS
360722.639989088,408346.079964796,37,2957,44103105,St Davids Crescent,000100,0016,L,O/S 102/104,8,BE
360747.399990264,408324.149963755,38,2957,44103105,St Davids Crescent,000101,0017,L,O/S 107/109,8,BE
360758.6699908,408295.229962381,39,2957,44103105,St Davids Crescent,000102,0018,L,O/S 114/116,8,BE
360787.219992156,408276.719961502,40,2957,44103105,St Davids Crescent,000103,0019,L,O/S 123,8,BE
360799.969992762,408246.329960059,41,2957,44103105,St Davids Crescent,000104,0020,L,O/S 126/132 (FLATS),8,BE
360825.949993996,408229.419959255,42,2957,44103105,St Davids Crescent,000105,0021,L,O/S 125/127,8,BE
360839.549994642,408199.389957828,43,2957,44103105,St Davids Crescent,000106,0022,L,O/S 146/148,8,BE
360868.839996032,408179.169956869,44,2957,44103105,St Davids Crescent,000107,0023,L,OPP 154,8,BE
360886.089996852,408158.639955893,45,2957,44103105,St Davids Crescent,000108,0024,L,O/S 156,8,BE
360899.93999751,408127.389954409,46,2957,44103105,St Davids Crescent,000109,0025,L,JCN HOLLY RD,8,BE
360913.509998155,408541.609974084,47,2958,44103106,St Elizabeths Road,000111,0002,L,O/S 8/10,5,BE
360893.779997217,408510.609972611,48,2958,44103106,St Elizabeths Road,000112,0003,L,OPP ST JOHNS RD,5,BE
360868.649996024,408486.829971481,49,2958,44103106,St Elizabeths Road,000113,0004,L,O/S 16/18,5,BE
360876.249996385,408419.799968299,50,2958,44103106,St Elizabeths Road,000115,0006,L,O/S 40/42,5,BE
360900.269997526,408391.119966935,51,2958,44103106,St Elizabeths Road,000116,0007,L,O/S 50/52,5,BE
360930.04999894,408368.209965847,52,2958,44103106,St Elizabeths Road,000117,0008,L,O/S 45/51,5,BE
360946.349999715,408337.199964374,53,2958,44103106,St Elizabeths Road,000118,0009,L,O/S 70,5,BE
360969.63000082,408309.379963053,54,2958,44103106,St Elizabeths Road,000119,0010,L,S/O 76,5,BE
360996.070002076,408289.589962114,55,2958,44103106,St Elizabeths Road,000120,0011,L,O/S 78/80,5,BE
361015.190002984,408255.029960472,56,2958,44103106,St Elizabeths Road,000121,0012,L,JCN HOLLY RD,5,BE
360851.489995209,408683.119980805,57,4247,44103121,St Marys Road,000122,0001,L,S/O 7/9 13/15 ST DAVIDS CRES,5,BE
360869.749996076,408650.639979262,58,4247,44103121,St Marys Road,000123,0002,L,O/S 4/6,6,BE
360903.209997665,408630.419978302,59,4247,44103121,St Marys Road,000124,0003,L,O/S 11/13,5,BE
360922.68999859,408597.579976741,60,4247,44103121,St Marys Road,000125,0004,L,O/S 20,5,BE
360952.890000025,408606.769977178,61,4247,44103121,St Marys Road,000126,0005,L,O/S 21/23,5,BE
360954.990000125,408579.599975888,62,4247,44103121,St Marys Road,000127,0006,L,OPP ST ELIZABETHS RD,5,BE
360981.610001389,408576.839975758,63,4247,44103121,St Marys Road,000128,0007,L,O/S 29/31,5,BE
360975.020001076,408544.879974239,64,4247,44103121,St Marys Road,000129,0008,L,OPP 33/35,5,BE
360998.920002211,408519.759973045,65,4247,44103121,St Marys Road,000130,0009,L,OPP 39,5,BE
361028.210003602,408500.029972108,66,4247,44103121,St Marys Road,000133,0010,L,O/S 53,6,BE
361047.240004506,408472.519970803,67,4247,44103121,St Marys Road,000134,0011,L,O/S 62,5,BE
361077.200005929,408418.759968249,68,4247,44103121,St Marys Road,000136,H0338,L,O/S 77/79,5,HS
361054.070004831,408404.929967592,69,4247,44103121,St Marys Road,000137,0013,L,O/S 85,5,BE
361037.890004062,408370.129965939,70,4247,44103121,St Marys Road,000138,0014,L,O/S 93/95,5,BE
361020.000003212,408344.639964728,71,4247,44103121,St Marys Road,000139,0015,L,OPP 76/78,5,BE
360990.220001798,408319.389963528,72,4247,44103121,St Marys Road,000140,0016,L,O/S 86/88,5,BE
360973.680001012,408291.329962196,73,4247,44103121,St Marys Road,000141,0017,L,O/S 113,5,BE
360942.789999546,408272.209961288,74,4247,44103121,St Marys Road,000142,0018,L,O/S 98,5,BE
360920.979998509,408242.309959868,75,4247,44103121,St Marys Road,000143,0019,L,O/S 129/131,5,BE
360889.239997001,408222.209958913,76,4247,44103121,St Marys Road,000144,0020,L,O/S 114/116,6,BE
360867.789995983,408202.239957964,77,4247,44103121,St Marys Road,000145,0021,L,REFER OSP,5,BE
360981.700001393,408527.089973394,78,2971,44103120,St Marys Close,000146,0001,L,O/S 1,6,BE
355574.470044564,411287.120004488,79,1136,44101214,Fairhurst Avenue,000148,0001,L,S/O 319 PRESTON RD,6,BE
355624.71004695,411283.930004336,80,1136,44101214,Fairhurst Avenue,000150,0003,L,O/S 6,6,BE
355705.229950774,411244.550002467,81,1136,44101214,Fairhurst Avenue,000154,0006,L,O/S 41/43,6,BE
355714.069951194,411199.270000316,82,1136,44101214,Fairhurst Avenue,000156,0008,L,S/O 59,6,BE
361074.400005796,408298.469962535,83,1585,44101678,Holly Road,000157,0005,L,OPP BRAYFORD DVE,8,BE
360957.580000248,408170.909956476,84,1585,44101678,Holly Road,000162,0010,L,O/S 75/77,8,BE
360921.82999855,408122.249954166,85,1585,44101678,Holly Road,000164,0012,L,OPP ST DAVIDS CRESCENT,8,BE
361971.540048408,405366.540023277,86,2035,44102148,Makinson Avenue,000173,0002,L,O/S 3/5,5,BE
361998.990049712,405369.970023438,87,2035,44102148,Makinson Avenue,000176,0003,L,O/S 13/15,6,BE
362079.989953559,405376.590023752,88,2035,44102148,Makinson Avenue,000179,0006,L,O/S 22/24,6,BE
356099.129969484,410808.909981774,89,1828,44101935,Langley Close,000189,0003,L,O/S 7/14,6,BE
355964.259963077,410610.259972339,90,3585,44103770,James Place,000190,0001,L,S/O 13 JAMES SQ,5,BE
355971.739963433,410576.429970732,91,3585,44103770,James Place,000191,0002,L,O/S 8,5,BE
355971.789963435,410545.719969274,92,3585,44103770,James Place,000192,0003,L,O/S 16,5,BE
355956.669962717,410537.579968886,93,3585,44103770,James Place,000193,0004,L,O/S 24/26,5,BE
355929.57996143,410548.3699694,94,3585,44103770,James Place,000194,0005,L,O/S 17,5,BE
355927.159961316,410606.739972172,95,1668,44101768,James Square,000197,0003,L,O/S 9/11,6,BE
355952.129962502,410629.149973236,96,1668,44101768,James Square,000198,0004,L,OPP JAMES PLACE,6,BE
361243.780013842,408182.719957037,97,163,44100177,Balcarres Road,000201,0001,L,O/S 2 LHS,5,BE
361247.130014,408155.639955752,98,163,44100177,Balcarres Road,000202,0002,L,O/S 7/9,6,BE
361268.200015001,408135.259954782,99,163,44100177,Balcarres Road,000203,0003,L,O/S 16,5,BE
361232.080013285,408125.999954343,100,163,44100177,Balcarres Road,000204,0004,L,O/S 13/15,5,BE
361200.740011797,408098.729953049,101,163,44100177,Balcarres Road,000205,0005,L,O/S 30,5,BE
361161.930009954,408089.959952632,102,163,44100177,Balcarres Road,000206,0006,L,O/S 31/33,5,BE
361138.780008854,408067.819951579,103,163,44100177,Balcarres Road,000207,0007,L,O/S 44,5,BE
361101.350007077,408059.809951199,104,163,44100177,Balcarres Road,000208,0008,L,O/S 49,5,BE
361074.710005811,408037.94995016,105,163,44100177,Balcarres Road,000209,0009,L,OPP HIGHFIELD GVE,5,BE
361036.980004019,408018.160049221,106,163,44100177,Balcarres Road,000210,0010,L,O/S 64/66,5,BE
361008.290002656,408006.510048667,107,163,44100177,Balcarres Road,000211,0011,L,O/S 68/70,5,BE
360971.010000885,407998.210048273,108,163,44100177,Balcarres Road,000212,0012,L,O/S 74,5,BE
360932.99999908,408005.640048627,109,163,44100177,Balcarres Road,000213,0013,L,O/S 91/93,5,BE
360876.199996382,407994.860048113,110,163,44100177,Balcarres Road,000214,0014,L,O/S 82,5,BE
360853.339995297,407997.770048253,111,163,44100177,Balcarres Road,000215,0015,L,O/S 99/101,5,BE
361290.140016044,408143.18995516,112,163,44100177,Balcarres Road,000216,H1173,L,S/O 16 BALCARRES RD,5,HS
361083.040006206,407928.210044948,113,3520,44103701,Woods Road,000231,0001,L,REFER OSP,6,LS
361157.280009733,407815.460039593,114,3520,44103701,Woods Road,000233,0003,L,S/O TENNIS COURTS,8,LS
361189.240011251,407771.840037521,115,3520,44103701,Woods Road,000234,0004,L,S/O BOWLING GREEN,8,LS
361285.900015842,407643.340031417,116,3520,44103701,Woods Road,000237,0007,L,S/O SCRAP YARD,5,LS
361796.060040073,407699.660034092,117,3581,44103767,Simms Square,000242,0001,L,S/O 7,6,BE
361838.000042065,407664.380032416,118,3581,44103767,Simms Square,000243,0002,L,OPP 11,6,BE
362816.069988521,407472.530023305,119,2173,44102291,Mill Lane,000245,0001,L,O/S 24,6,BE
362920.019993459,407393.160019536,120,2173,44102291,Mill Lane,000248,0004,L,OPP 42/44,5,BE
362803.709987934,407351.010017533,121,1870,44101979,Leigh Street,000253,0005,L,O/S 2/4,6,BE
356305.879979304,410818.239982218,122,1028,44101096,Edale Drive,000261,0001,L,O/S 1/3,6,BE
356346.929981254,410668.509975106,123,969,44101034,Dovedale Drive,000265,0002,L,O/S 4,6,BE
356562.999991517,410712.209977182,124,266,44100286,Bentham Place,000277,0001,L,O/S 1/2,6,BE
356554.949991134,410682.259975759,125,267,44100287,Bentham Road,000280,0003,L,O/S 2/4,6,BE
356505.559988788,410571.239970487,126,267,44100287,Bentham Road,000284,0007,L,O/S 25/27,6,BE
356516.839989324,410546.239969298,127,267,44100287,Bentham Road,000285,0008,L,O/S 28/30,5,BE
356513.309989156,410511.859967666,128,267,44100287,Bentham Road,000286,0009,L,O/S 37,6,BE
356526.179989767,410489.429966601,129,267,44100287,Bentham Road,000287,0010,L,O/S 40/42,5,BE
356530.349989966,410461.489965273,130,267,44100287,Bentham Road,000288,0011,L,O/S 46/48,5,BE
356517.479989354,410430.239963789,131,267,44100287,Bentham Road,000289,0012,L,O/S 56,5,BE
356487.819987945,410423.749963481,132,267,44100287,Bentham Road,000290,0013,L,O/S 55/57,5,BE
356469.069987055,410404.999962591,133,267,44100287,Bentham Road,000291,0014,L,O/S 66,5,BE
356443.339985833,410391.269961938,134,267,44100287,Bentham Road,000292,0015,L,O/S 72,5,BE
356416.619984563,410379.629961384,135,267,44100287,Bentham Road,000293,0016,L,O/S 78,5,BE
356387.089983162,410384.529961618,136,267,44100287,Bentham Road,000294,0017,L,O/S 84/86,5,BE
356428.879985146,410414.569963044,137,444,44100479,Broomflat Close,000295,0001,L,O/S 4,5,BE
356434.269985402,410472.37996579,138,444,44100479,Broomflat Close,000297,0003,L,O/S 16/18,5,BE
356461.499986695,410474.999965915,139,444,44100479,Broomflat Close,000298,0004,L,O/S 7,5,BE
356271.589977675,410465.709965473,140,442,44100477,Broomfield Road,000301,0001,L,O/S 39,6,BE
356295.609978816,410485.929966433,141,442,44100477,Broomfield Road,000302,0002,L,O/S 40/42,6,BE
356351.739981482,410556.269969774,142,442,44100477,Broomfield Road,000305,0005,L,O/S 16/18,6,BE
356378.449982751,410600.269971864,143,442,44100477,Broomfield Road,000306,0006,L,O/S 2/4,5,BE
356228.51997563,410412.459962944,144,441,44100476,Broomfield Place,000307,0002,L,O/S 6/8,5,BE
356214.469974962,410380.349961419,145,441,44100476,Broomfield Place,000308,0003,L,O/S 15,5,BE
356229.169975661,410307.94995798,146,2899,44103041,Smalley Street,000312,0005,L,OPP LANGTON AVE,6,BE
356262.989977267,410350.46996,147,2899,44103041,Smalley Street,000313,0007,L,OPP 20,6,BE
356270.229977611,410380.79996144,148,2899,44103041,Smalley Street,000314,0008,L,O/S 26/28,6,BE
356089.78996904,410481.139966207,149,1830,44101938,Langton Avenue,000316,0001,L,O/S 36,5,BE
356102.819969659,410464.279965406,150,1830,44101938,Langton Avenue,000317,0002,L,O/S 30/32,5,BE
356187.719973692,410359.71996044,151,1830,44101938,Langton Avenue,000321,0006,L,OPP 9,5,BE
356124.609970694,410457.639965091,152,1831,44101939,Langton Place,000323,0001,L,S/O 28 LANGTON AVENUE,5,BE
356153.809972081,410466.779965524,153,1831,44101939,Langton Place,000324,0002,L,O/S 5/7,5,BE
356147.829971797,410447.11996459,154,1831,44101939,Langton Place,000325,0003,L,S/O 26 LANGTON AVENUE,5,BE
356096.289969349,410273.369956337,155,737,44100791,Collingwood Street,000326,0001,L,JCN PRESTON RD/COLLINGWOOD ST,5,BE
356113.039970145,410283.599956824,156,737,44100791,Collingwood Street,000327,0002,L,O/S 4/6,5,BE
356073.859968283,410364.679960676,157,737,44100791,Collingwood Street,000329,0004,L,O/S 34/36,5,BE
356027.839966098,410422.789963435,158,737,44100791,Collingwood Street,000331,0006,L,O/S 68/70,5,BE
356022.779965857,410586.459971208,159,18,44100020,Adelphi Street,000332,0001,L,O/S 22/24,5,BE
356029.619966182,410548.409969401,160,18,44100020,Adelphi Street,000333,0002,L,O/S 7,5,BE
356027.809966097,410640.419973772,161,1360,44101444,Greenwood Road,000335,0001,L,O/S 1,6,BE
356050.729967185,410617.259972671,162,1360,44101444,Greenwood Road,000336,0002,L,O/S 7,6,BE
356069.969968099,410591.76997146,163,1360,44101444,Greenwood Road,000337,0003,L,O/S 10/12,6,BE
356094.109969245,410571.919970518,164,1360,44101444,Greenwood Road,000338,0004,L,O/S 18/20,6,BE
356120.819970514,410549.859969471,165,1360,44101444,Greenwood Road,000339,0005,L,O/S 24,6,BE
356155.379972155,410532.209968632,166,1360,44101444,Greenwood Road,000340,0006,L,O/S 33,6,BE
356173.269973005,410507.459967457,167,1360,44101444,Greenwood Road,000341,0007,L,O/S 32/34,6,BE
356194.349974006,410486.749966472,168,1360,44101444,Greenwood Road,000342,0008,L,O/S 40/42,6,BE
356226.089975514,410475.349965932,169,1360,44101444,Greenwood Road,000343,0009,L,O/S 45/47,6,BE
356244.719976399,410453.899964912,170,1360,44101444,Greenwood Road,000344,0010,L,O/S 56,6,BE
356275.239977849,410444.829964481,171,1360,44101444,Greenwood Road,000345,0011,L,O/S 55,6,BE
356292.759978681,410424.36996351,172,1360,44101444,Greenwood Road,000346,0012,L,O/S 62,6,BE
356328.669980386,410424.669963524,173,1360,44101444,Greenwood Road,000347,0014,L,S/O 61,5,BE
356345.129981169,410406.89996268,174,1360,44101444,Greenwood Road,000348,0015,L,O/S 70/72,5,BE
356372.439982465,410402.419962468,175,1360,44101444,Greenwood Road,000349,0016,L,OPP 78,5,BE
360522.299979573,407464.400022918,176,1529,44101620,High Street,000354,0001,L,O/S 44,5,BE
360510.499979013,407422.020020906,177,1529,44101620,High Street,000355,0002,L,O/S 30,5,BE
360320.619969994,407171.120008988,178,3489,44103669,Withington Lane,000356,0001,L,OPP 1/3,6,BE
360371.109972392,407126.260006858,179,3489,44103669,Withington Lane,000357,0003,L,O/S 2 - OPP 25/27,6,BE
360389.119973247,407098.200005526,180,3489,44103669,Withington Lane,000358,0004,L,O/S 39/41,6,BE
360418.899974662,407082.760004792,181,3489,44103669,Withington Lane,000359,0005,L,O/S 12/14 - OPP 53,6,BE
360438.999975616,407054.94000347,182,3489,44103669,Withington Lane,000360,0006,L,OPP 16/18,6,BE
360502.199978618,407038.030002667,183,3489,44103669,Withington Lane,000361,0007,L,O/S 72/74,6,BE
360591.539982862,407002.980001003,184,3489,44103669,Withington Lane,000362,0008,L,REFER OSP,5,BE
360617.639984101,406981.03999996,185,3489,44103669,Withington Lane,000363,0009,L,REFER OSP,5,BE
360641.169985219,406957.269998832,186,3489,44103669,Withington Lane,000364,0010,L,OPP SENECAR CLOSE,5,BE
360722.419989078,406859.599994192,187,3489,44103669,Withington Lane,000368,0014,L,O/S 124/134,6,BE
360841.079994714,406740.529988537,188,3489,44103669,Withington Lane,000373,0019,L,S/O CANAL BRIDGE LOCK,5,BE
360897.239997381,406748.939988935,189,3489,44103669,Withington Lane,000374,0020,L,O/S ALBION BUNGALOW,6,BE
360990.750001824,406706.0699869,190,3489,44103669,Withington Lane,000376,0022,L,REFER OSP,6,BE
361039.090004119,406661.679984791,191,3489,44103669,Withington Lane,000377,0023,L,REFER OSP,6,BE
361069.970005586,406643.53998393,192,3489,44103669,Withington Lane,000378,0024,L,O/S 222,6,BE
361138.650008848,406621.789982896,193,3489,44103669,Withington Lane,000379,0025,L,REFER OSP,5,BE
361181.290010873,406609.749982325,194,3489,44103669,Withington Lane,000380,0026,L,REFER OSP,5,BE
361233.700013363,406583.499981077,195,3489,44103669,Withington Lane,000381,0027,L,S/O 256,5,BE
361275.840015364,406560.709979996,196,3489,44103669,Withington Lane,000382,0028,L,O/S 274,5,BE
360644.249985365,406715.569987351,197,4073,44104345,Albion Drive,000386,0004,L,R/O 18 ANDERTON WAY,6,BE
360690.419987558,406708.939987035,198,4073,44104345,Albion Drive,000388,0006,L,O/S 21/24,6,BE
362683.899982244,407412.330020446,199,1613,44101706,Hope Street,000392,0003,L,O/S 24,5,BE
362678.169981971,407393.840019567,200,3522,44103703,Woodvale Avenue,000396,0001,L,S/O 5 HOPE ST,6,BE
362655.749980906,407370.070018439,201,3522,44103703,Woodvale Avenue,000397,0002,L,O/S 3/5,6,BE
356301.619979101,410616.489972634,202,153,44100167,Avondale Street,000412,0012,L,O/S 75,10,BE
356406.769984096,410625.849973079,203,153,44100167,Avondale Street,000415,0015,L,O/S 66/68,10,BE
356441.299985736,410635.889973557,204,359,44100384,Bradley Lane,000416,0009,L,O/S 175/177,10,BE
356472.059987197,410661.379974768,205,359,44100384,Bradley Lane,000417,0010,L,O/S 183/185,10,BE
356492.649988175,410692.019976223,206,359,44100384,Bradley Lane,000418,0011,L,O/S 191,10,BE
356508.189988913,410718.739977492,207,359,44100384,Bradley Lane,000419,0012,L,O/S 197,10,BE
356522.6499896,410741.769978585,208,359,44100384,Bradley Lane,000420,0013,L,O/S 201/199,10,BE
356543.719990601,410770.819979966,209,359,44100384,Bradley Lane,000421,0014,L,O/S 207/205,10,BE
356600.219993284,410843.859983435,210,359,44100384,Bradley Lane,000422,0017,L,O/S 235/237,8,BE
356621.419994291,410876.089984965,211,359,44100384,Bradley Lane,000423,0018,L,O/S 251/253,8,BE
356640.659995205,410900.719986135,212,359,44100384,Bradley Lane,000424,0019,L,O/S 263/265,8,BE
356667.27999647,410927.439987404,213,359,44100384,Bradley Lane,000425,0020,L,O/S 275,8,BE
356691.399997615,410952.679988604,214,359,44100384,Bradley Lane,000426,0021,L,S/O 287,8,BE
356712.959998639,410982.149990004,215,359,44100384,Bradley Lane,000427,0022,L,REFER OSP,8,BE
356726.569999286,411018.91999175,216,359,44100384,Bradley Lane,000428,0023,L,REFER OSP,8,BE
356753.650000572,411045.389993006,217,359,44100384,Bradley Lane,000429,0024,L,REF TO OSP,8,BE
356853.470005313,411080.189994659,218,359,44100384,Bradley Lane,000432,0027,L,REFER OSP,8,BE
356883.680006748,411093.919995312,219,359,44100384,Bradley Lane,000433,0028,L,REFER OSP,8,BE
356917.250008343,411110.829996115,220,359,44100384,Bradley Lane,000434,0029,L,REFER OSP,8,BE
356949.300009864,411124.309996756,221,359,44100384,Bradley Lane,000435,0030,L,O/S WILSON CONNOLY OFFICE,8,BE
357009.530012726,411147.34999785,222,359,44100384,Bradley Lane,000437,0032,L,O/S ENTCE TO BRADLEY HALL TRADING,8,BE
357043.970014362,411160.709998485,223,359,44100384,Bradley Lane,000438,0033,L,REFER OSP,8,BE
357072.890015735,411171.619999003,224,359,44100384,Bradley Lane,000439,0034,L,REFER OSP,8,BE
357100.950017068,411182.519999521,225,359,44100384,Bradley Lane,000440,0035,L,REFER OSP,8,BE
357216.300022546,411247.040002584,226,359,44100384,Bradley Lane,000443,0038,L,REFER OSP,8,BE
357244.610023892,411260.65000323,227,359,44100384,Bradley Lane,000444,0039,L,REFER OSP,8,BE
357330.520027972,411302.930005239,228,359,44100384,Bradley Lane,000447,0042,L,REFER OSP,6,BE
357409.600031728,411323.230006203,229,359,44100384,Bradley Lane,000449,0044,L,O/S 30,5,BE
361839.940042158,408354.549965199,230,774,44100831,Corfe Close,000451,0001,L,O/S 8,5,BE
361865.430043369,408322.509963676,231,774,44100831,Corfe Close,000453,0003,L,O/S 19,5,BE
361839.870042155,408299.249962572,232,774,44100831,Corfe Close,000454,0004,L,OPP 6,5,BE
361813.150040885,408310.599963112,233,774,44100831,Corfe Close,000455,0005,L,O/S 24/26,5,BE
361821.450041279,408268.47996111,234,774,44100831,Corfe Close,000456,0005A,L,S/O 110 LINCOLN DR,5,BE
356563.699991549,410795.699981147,235,359,44100384,Bradley Lane,000457,0015,L,O/S 213,8,BE
356581.589992399,410818.249982217,236,359,44100384,Bradley Lane,000458,0016,L,O/S 225,8,BE
357713.03004614,411371.100008477,237,2504,44102623,Platt Lane,000461,0001,L,OPP 3,6,BE
360100.749959551,406969.919999432,238,511,44100547,Cale Lane,000464,0004,L,OPP 27/29,8,BE
360135.849961217,406957.969998864,239,511,44100547,Cale Lane,000467,0005,L,S/O HOLY FAMILY PARISH HALL,8,BE
361694.400035244,408432.669968909,240,991,44101060,Dunoon Road,000468,0004A,L,O/S 11/13,5,BE
361753.500038052,408461.309970269,241,991,44101060,Dunoon Road,000472,H1182,L,S/O 26,5,HS
360177.939963217,406935.389997791,242,511,44100547,Cale Lane,000473,0006,L,OPP 45,6,BE
360216.499965048,406899.089996068,243,511,44100547,Cale Lane,000474,0007,L,O/S 59,6,BE
360271.829967677,406865.879994491,244,511,44100547,Cale Lane,000475,0008,L,O/S 75,6,BE
360474.769977315,406793.699991062,245,511,44100547,Cale Lane,000480,0012,L,O/S 98,8,BE
360564.049981556,406735.999988321,246,511,44100547,Cale Lane,000482,0014,L,OPP 143/145,10,BE
360620.97998426,406670.039985189,247,511,44100547,Cale Lane,000484,0016,L,O/S 161/163,8,BE
360100.829959555,406984.990000147,248,327,44100346,Bolney Street,000487,0001,L,O/S 2,5,BE
360129.37996091,406990.790000424,249,327,44100346,Bolney Street,000488,0002,L,OPP LEALHOLME AVE,5,BE
357633.630042369,411379.760008888,250,2504,44102623,Platt Lane,000489,0003,L,OPP 15/16,6,BE
357599.820040762,411383.100009046,251,2504,44102623,Platt Lane,000490,0004,L,OPP BUNGALOW,6,BE
357565.120039115,411380.840008941,252,2504,44102623,Platt Lane,000491,0005,L,OPP 18,6,BE
357541.630037999,411380.0000089,253,2504,44102623,Platt Lane,000492,0006,L,OPP CROWN INN CAR PARK,6,BE
357516.630036811,411383.520009067,254,2504,44102623,Platt Lane,000493,0007,L,S/O PHONE BOX (OPP CROWN INN CAR PARK),6,BE
357660.260043633,408671.989980277,255,3589,44100717,Chorley Road,000495,0001,L,O/S BOARS HEAD PETROL STATION,10,BE
357648.250043063,408697.479981488,256,3589,44100717,Chorley Road,000496,0002,L,O/S 3,10,BE
357638.690042609,408737.059983367,257,3589,44100717,Chorley Road,000497,0003,L,O/S 7,10,BE
357637.960042574,408770.509984955,258,3589,44100717,Chorley Road,000498,0004,L,O/S 9,10,BE
357649.170043107,408836.449988088,259,3589,44100717,Chorley Road,000500,0006,L,O/S 23,10,BE
357665.840043899,408866.109989496,260,3589,44100717,Chorley Road,000501,0007,L,O/S 25/27,10,BE
357693.160045196,408884.859990386,261,3589,44100717,Chorley Road,000502,0008,L,OPP 31,10,BE
357714.980046232,408915.129991826,262,3589,44100717,Chorley Road,000503,0009,L,NR RAILWAY BRIDGE - WIGAN SIDE,10,BE
357751.250047956,408924.199992256,263,3589,44100717,Chorley Road,000504,0010,L,NR 30 ON RAILWAY BRIDGE,10,BE
357784.710049544,408946.739993326,264,3589,44100717,Chorley Road,000505,0011,L,O/S 38,10,BE
360253.149966789,406965.129999205,265,3579,44103765,Chapel Street,000507,0002,L,O/S ST JOHNS CHURCH,6,BE
360211.849964827,407029.840002278,266,3579,44103765,Chapel Street,000509,0004,L,OPP 4,6,BE
360249.469966615,407104.720005834,267,1769,44101877,Kirkless Street,000511,0002,L,O/S 3B/5,6,BE
360275.939967872,407080.950004706,268,1769,44101877,Kirkless Street,000512,0003,L,OPP 7,5,BE
